,ID,내용,날짜,별점
22,박현주,"케이크 종류가 너무 많았어요 ~
레드벨벳케이크 존맛~
딸기요거트스무디도 넘 맛있어여~

So many types of cake,
the red velvet cake and the strawberry yoghurt smoothie were so tasty!",2년 전,5
23,Mong Joo,케익 #존맛탱 근데 넘나 시끄러운곳..,2년 전,5
24,임진석,케익이 맛잇어요,2년 전,5
25,B_안현준,주문 받는사람이 어디갔다오고. 알바생들은 만들줄도 몰라서 레시피보면서 어리버리하고 있고 진동벨도 안 울리고 맛도 그냥 별로네. 비싸기는 하네요.,2년 전,1
26,jinyong jung,케이크 정말 맛있어요.,2년 전,5
27,Sol Jason,케익은 맛있는데 에이드에 탄산이 거의 없어요,2년 전,4
28,고병수,케익맛남 레드벨벳 추천,4년 전,5
29,Ana Varela Vázquez,"(Google 번역 제공) 풍부하고 아름다운 데코레이션 케이크를 먹기에 이상적인 장소.

(원문)
Lugar ideal para tomar ricas y bonitas tartas decoradas.",2년 전,5
30,angel garcia,"(Google 번역 제공) 그들은 당신이 좋아할 케이크와 과자를 많이 전시합니다! 가게는 매우 바삭하고 깨끗합니다. 케이크 한 조각을 들고 라떼를 먹는 것이 가장 좋습니다.

(원문)
They have great display of cakes and pastry that you will love! The shop is very vabriant and clean. Best to grab some slice of their cakes and have some latte.",1년 전,5
31,Earthling Dup,,3년 전,3
32,Moonsuk Kim,,2년 전,5
33,3分,,1년 전,1
34,박상욱,,2달 전,4
35,오단비,,2년 전,5
36,Wonsook Han,,8달 전,2
37,Ari Jain,,2년 전,3
38,신만호,,3달 전,5
39,Seung Joon Oh,,3달 전,4
