,ID,내용,날짜,별점
18,윤세원,"알베르 자체는 2점짜리, 운영도 커피도 미숙하다. 커피는 가성비까지 심각하게 나쁘다. 단 우측에 위치한 알베르랩은 5점 만점. 알베르랩과 알베르와 간극은 심각하게 크다. 알베르랩에서는 덴마크의 유명 커피숍인 Coffee Collective의 원두를 활용하여, 깔끔하고 원두의 특성을 잘 내린 드립과 한국에 잘 커스터마이징 한 플랫화이트를 판다. 바리스타분이 친절하게 자세히 설명해 주셔서 즐거운 경험까지 할 수 있었던 것은 덤.",2년 전,3
19,Sungwon Park,커피가 맛있으며 매우 넓음. 뿐만아니라 베이킹을 하는 듯 브라우니와 치즈케이크를 주문했는데 치즈케이크가 인상적일 정도로 맛남.,3달 전,5
20,moon g,공간이 아주넓고 볕도 잘들어옴 커피맛도 갠춘,3달 전,5
21,동식,"카페의 규모가 엄청 컸으며 지하1층부터 지상 2층까지 모두 사용하고 있었습니다.
내부에는 클래식 스쿠터부터 여러 고풍스러운 소품들이 있었고 분위기가 생각보다 좋았습니다.
넓은 층고의 인테리어는 안그래도 넓은 내부를 더 넓게 보여줬습니다.
지하에는 샹들리에도 있었는데 호텔 연회장을 연상시켰습니다.
그런데 지하에서는 약간 지하 특유의 쾌쾌한 냄새는 나더라구요.
커피 맛도 나쁘지 않았고 전체적으로 힙한 느낌의 카페였습니다.
노래 소리가 너무 둥둥 거려서 오래 있기는 조금 거슬렸던게 아쉽기는 하네요.",1년 전,4
22,Stacy lullaby (Sonnet),"아!!! 테라스 때문에 방문하는데, 갈때마다 여자알바생이고 남자알바생이고 말귀못알아듣고 불친절해요 !",3주 전,1
23,킴킴,지하가 좀 꿉꿉하고 아늑한 맛보다 시장바닥 느낌을 받았네요,2년 전,2
24,Jun H,"넓직한 인테리어,
1층은 좀 더웠고 산만한 기분
브라우니는 JMT
괜찮은 카페다.",1년 전,4
25,한동현,서울 강남에 위치한 카페. 유명하고 인테리어가 이뻐서 사람들이 많이 찾는다,2년 전,5
26,Soyeon Yang,분위기가 좋고 커피 맛이 좋습니다. 하지만 카푸치노에 초코파우더가 아닌 시나몬 파우더를 쓰는 것이 약간 실망스러웟습니다 ㅠㅠ 얼그레이파운드케익은 얼그레이 향이 진하게 나서 좋았습니다. 파운드케익은 여러 종류가 있고 얼그레이파운드케익만 그런지는 잘 모르겠습니다만 촉촉하기보다는 포크로 누르면 바스라지는 가루에 가까운 식감입니다.,1년 전,4
27,김창균,넓고 쾌적한 까페다. 큰 사이즈 음료를 팔지 않아 살짝 모자란 감이 있었다. 2시 이후 손님이 확 늘었지만 자리가 모자랄 정도는 아니었다. 사이드쪽 테이블에 콘센트를 준비해두었지만 전기가 들어오지 않는 구역이 많이 있었다,2년 전,4
28,헤헤빈,9시까지만 아니었음 더 좋았다...,4달 전,4
29,핸둥하이,넓고 깨끗하고 이뻐요!! 브라우니랑 티라미수 사진은 좀 별로 맛없어보이게 나왔지만 전반적으로 다 맛있었음!!,1년 전,5
30,Son,"공간이 넓고 사람이 없는 시간대에 방문하면 좋습니다. 커피의 차별화를 두는 것 같은데, 맛은 잘 모르겠습니다. 그러나 주변의 큰 카페들중에는 낫습니다",8달 전,4
31,아조씨,카페 크기에 비해 화장실 크기가 너무 작음 흡연구역 없는듯,6달 전,4
32,juckwoo (람군),"지하부터 2층까지 층고가 높고 아늑한 인테리어가 인상적이고, 커피 퀼리티가 좋습니다. 특히 1층 오른쪽 구석에 있는 알베르 랩에서 원두 특징을 자세히 들으면서 취향에 맞는 드립 커피를 마실 수 있어 좋아요. 이 근방 카페 중 가장 추천하고 싶은 곳!",1년 전,5
33,바이킹스플래이스 (Jay to the Kay),분의기좋고 가격 적당함.. 종업원들도 예의있음,2년 전,4
34,김소연,굉장히 큰 규모. 트인 공간의 랩실같은 느낌. 지하부터 이층까지 많은 사람들의 빙문을 수용하는 강남의 유명(하다는) 커피숍이다. 브라우니는 포크로 먹는 비스킷느낌이었지만 아메리카노는 쏘쏘했다(그렇지만 친구는 좋아했다.) 분위기로는 굳. 자리도 자유로워 전체적으로 커피숍의 기본원칙인 '자유로운 수다'를 잘 지키고있는듯 하다. 또 이쪽으로 오면 홀린듯 자리잡고 앉아있을것 같다.,2년 전,4
35,오월십이일,굉장히 큰 규모의 카페지만 내가 앉을 곳은 없다. 사람이 항상 많다. 분위기는 시원시원하니 괜찮다. 강남에서 이정도 규모의 카페의 커피값이 저렴할리 만무하다.,2년 전,5
36,이수인,가격이 조금 비싼 편이긴 하나 카페 자리도 많고 건물도 이쁘다,2달 전,5
37,임우혁,"지하,1층,2층 으로 진짜 커요 음료도 맛있고 디저트도 맛있어요. 가격은 많이 비싼편이지만 좋아요. 행사하기도 좋을정도로 크고 실제로 행사도 많이 하네요.",1년 전,4
38,잠못좐노,커피는 괜찮지만 디저트류는 별로에요..마스카포네 크림이 너무너무 달아요. 티라미수가 핑거케잌에 에스프레소 부어서 마스카포네크림치즈 올려먹는것만 먹어봐서 비스킷으로 된 티라미수는 익숙치않아 그런지 입맛에 맞지않았어요. 블루베리 화이트초코 스콘은 블루베리는 느껴졌지만 초코맛은 나지않았고 블루베리가 씹히지 않는 부분은 덜익은 밀가루 맛이났어요! 아메리카노와 카페라떼는 무난한 맛이었어요~ 풍경은 시원하고 좋으네요.,1년 전,2
39,Jenny Lee,넓고 다른테이블과 간격이 멀어서 대화하기 좋음. 모든 음료를 큰 테이크아웃 잔에 줌. 라떼는 연하지만 맛잇엇고 밀크티가 아주 맛잇음. 블루베리 음료도 맛잇엇음.  시나몬롤은 무화과 맛이 나고 호두가 많이 들어잇어서 고소했음. 사진찍기 좋음.,1년 전,5
40,Heyjeong Seo,"가본 카페 중 가장 넓은 곳인듯.
2층에는 벽에 식물이 자라고 있어 사진 찍기 좋음. 마치 야외에서 사진 찍은 듯한 효과를 얻을 수 있음. 녹차라떼와 초코라떼는 스타벅스보다 연함. 스타벅스 음료가 더 맛있음.",3년 전,4
41,김희열,많은 사람들이 방문하는 곳~ 공간이 넓어서 자리를 잘 잡는다면 조용하게도 있을 수 있을것같아요,3년 전,4
42,헤즐럿,낭만의 풍경  또한번 꼭 다시가야할거같은 이곳,2년 전,5
43,문종현,큰만큼 사람이 많긴 하지만 그래도 맛있는 음식에 빈 자리도 어렵지 않게 찾을 수 있었습니다.,2년 전,4
44,하얀크리스탈,직원들도 친절하고 넓고 예쁜 카페^^단점은 넓은데도 불구하고 사람이 너무 많아 자리가 거의 없다,2년 전,4
45,먹고죽고 싶은 진영쓰,"베이커리, 음료 그저그럼 / 직원 개판
뭐 먹으면서 당당하게 주문받는 직원
카운터 안쪽에서 자기들 끼리 떠들면서 시끄럽게하는 직원들
손님들 많은 시간에 계단청소 하면서 손님과 바로 밑에 물과 물컵에 먼지 뿌리는 직원
사장님 인테리어만 이쁘게 하시면 뭐합니까 직원 교육이 개판인데
직원들의 자율성도 좋지만 기본은 지키셔야죠.
이러니깐 개나 소나 카페, 음식등 외식업 한다며ㅜ열심히 하시는 분들도 욕먹죠.",1년 전,1
46,maria,강남역에서 가장 큰 카페,8달 전,5
47,Alice Kang,"일단 매우 크고 넓다
테라스도 있고 적절한 나무도 있어서 좋다
가격은 강남역답게 비싸지만
티라미수는 꽤나 괜찮았다",3년 전,4
48,MR KM,"입구쪽 뷰가 좋네요
커피는 보통, 밀크티는 걸쭉해서 맛이 없었어요
스콘은 어딜가나 맛 비슷해서... 괜찮았어요",8달 전,3
49,LHO KrJ,치즈케이크 ㄹㅇ ㄱㅆㅅㅌㅊ,2달 전,5
50,Disney Bug,"주중엔 괜찮았는데 주말에 가니 거의 시장통 수준... 😨 분위기 자체는 좋은데 귀가 아플 정도로 시끄럽고 테이블 간 간격이 좁습니다. 다만 테라스에는 가을 봄에 너무 좋을 것 같네요. 7000원짜리 치즈 케이크 상태는 퀄리티가 매우 낮고, 그냥 냉동스러웠네요.",11달 전,3
51,K Webfest,알베르 카페 건물이 멋집니다. 뉴욕 Brick Oven 건너편에 있어요.,1년 전,5
52,Jack C,공부하기 좋은 분위기의 지하가 있습니다.,6달 전,5
53,hawon han,"커피 콩 직접 골라 설명 들으면서 제조 과정 보고, 푸르게 탁 트인 바깥 보며 커피 즐길 수 있는 강남 최애 카페! 내가 좋은 만큼 사람들도 좋아해서 자리잡기 어려울 뿐...",2년 전,5
54,한짠해,혼자왔지만 웃을수 있었던 이유는 티라미슈가 상상보다 맛있었기 때문,10달 전,5
55,한단아,가격대가 있어요. 크렘블레 시켜서 먹었는데 직접 만들어서 나오는건지 오래걸렸어요. 그 외에는 다좋았는데.. 인테리어가 예쁘고 위치도 헤이리 중심지이고 맛도 그정도면 나쁘진 않았었구요.,2년 전,4
56,이성원,"분위기보다는 친구들 만나서 수다떨기 좋아요.
카페 규모가 커서 자리구하기 어렵지 않아요.",6달 전,4
57,하경희,아주 넓고 인테리어도 이쁘고 커피도 맛있네요~,2년 전,5
58,HJ Cho,"나무가 좋다.
테라스도 있고 여러 스타일로 카페타임을 인죠이 할수 있다. 넓고 사람이 많지만 소리가 울리지 않아 공부도 가능, 이야기도 가능. 아이스 아메리카노를 시켰는데 요즘엔 드믄 탄맛 나는 불쾌감을 느꼈다. 그럼에도 불구하고 담에 또 올것 같은것은 역시 분위기가 좋기 땜인듯",1년 전,4
59,물만두,여행 간 것 같고 인테리어 너무 예뻐요 가격은 비싼편,8달 전,4
60,김형민,"짱크다 자리 항상잇을듯

커피들고 지하 내려가기 조금 힘듦

가격 살짝 잇음",2년 전,5
61,Angie JP,무화과 좋아하시는 분들 무화과 스콘 꼭 드셔보세요~!!! 아메리카노는 신맛이 나서 취향은 아니었지만 베이커리 류가 맛있어서 좋았습니다.,2년 전,5
62,zero제로,저번에 2층 가고 얼마전에 지하1층 갔는데 평일에 사람도 없고 넓다고 좋아했었어요. 근데 시간이 지날수록 지하는 야외난로에서 나는 탄내가 많이 들어와서 머리아프고 속이 안좋더라구요. 그리고 그 주변 다 비슷하겠지만 가격대가 좀 있는게 아쉬워요! 그래도 음료 맛도 괜찮고 블루베리화이트초콜릿스콘도 맛있었어요! 냄새 예민하신 분들은 가실거면 2층 가세요~,1년 전,3
63,강민수,커피 물맛이구 ..분위기도별로..  더군다나 디저트 위생상태안좋은지 배탈 설사로 지금 강남역화장실 쏟았습니다.. 교대역에서 다시쏟는중ㅜㅜ,8달 전,2
64,김민경,"자리 엄청 많은데 지하자리뿐이라 내려왔어요
좀 춥긴한데 옷입고있으면 따뜻함",2년 전,4
65,송현식,티라미슈 맛나네요,1달 전,5
66,Yuree Hwang,"음료 맛있고, 티라미수도 맛있어요. 많은분들이 언급하신 것 같이 좀 분잡한 분위기가 없잖아 있습니다. 조용하고 한적한 곳 좋아하시는 분께는 추천하지 않습니다.",1년 전,4
67,김동주,"정말 넓습니다만 강남역이라 그런지 테이블마다 사람이 거의 차 있었습니다. 그럼에도 매장 자체가 넓어서 복닥거린다는 느낌은 들지 않았습니다. 분위기는 나쁘지 않습니다. 지하의 샹들리에가 인상적입니다. 다만 개인적으로는 살짝 과한 인테리어가 아니었나 하는 아쉬움이 있습니다.
커피맛은 무난합니다만 특별하지는 않습니다. 브라우니도 비슷합니다.",3년 전,3
68,Beomhun Mo,분위기있는 커피숍님. 주말에는 사람이 많아 1층 2층은 앉기 쉽지않고 지하는 소리가 많이 울리는 편,2년 전,4
69,kyungyoon bae,"자리가 정말 많아서 좋아요
작업하고 책읽고 공부하기에
화장실은 조금 더러웠어요",3년 전,4
70,Seong Eun Park (성은),"직원들 교육이 전혀 되어있지 않고 손님을 하대함. 자기는 여러번 들은 질문이었겠지만 나는 태어나서 처음으로 그 가게에다가 주차 되는지 물어봤거늘 오만상에 짜증 부림. 여윽시 장사 잘되는 가게다움.

뭐 먹으려고 하면 다 매진임.

전반적으로 달지 않고 고급스러운 메뉴가 많다. 쿠키나 스무디류는 강남역에서 파는건데도 꽤 그럴듯 하다.

대관이 많아서 미리 전화로 공손히 무릎꿇고 여쭤보고 가야함. 안그러면 외부 이벤트 할 지도.

모임이나 스터디 장소로 좋고, 날 좋을때 밖에 앉기 좋다.",1년 전,1
71,hi Chae,카페가 넓어서 자주 방문하는 곳입니다 강남에서 제일 넓은 카페~~~,1년 전,4
72,seonjong Lee,공간넓어좋음,3달 전,5
73,Dukhun KIM,"무진장 넓어서 어딘가 박혀있고싶을 땐 딱인 카페.
단 커피맛은 머 그냥...자리값이라고 생각하고 먹는거지 머...",2년 전,4
74,김진미,여러번 갔었는데 평일 밤10시에 가니 진짜 겁나 불친절하네요. 레몬그라스차를 주문할때 미리 머그컵에 달란 얘길 안해서 다시 말하러 갔더니 눈앞에서 차디찬 컵에 확 부어버리고 주네요. 코로나때문인지 매니저한테 머그컵에 줘도 되냐고 묻더니 아무 말도 없이. 이렇게 큰 커피숍에서 직원 교육을 그렇게 밖에 안시키나요? 데이트 중인데도 참 기분이 나빴네요. 다신 안가렵니다.,1년 전,1
75,Rosie Y,지하1층~3층까지 완전 넓어요. 브라우니도 맛있어요.,9달 전,5
76,곽지원 (Jin),"만남의 장소. 강남역에서 약속장소로 이용하는곳.  넓고 자리 많고, 커피맛도 나쁘지 않다. 시끄럽고 정신은 없다. 아늑하게 커피를 즐기며 편히 대화를 나누고 싶다면 다른 곳으로.",1년 전,3
77,Miro,"티라미수 진짜 맛있어요
안에 쿠키조각 같은거 있는데 너무 맛나요
아메리카노랑 먹는게 젤 맛있을거같아요",10달 전,5
78,양쏘,크고 바깥에 분위기 외국같아요,7달 전,4
79,파랑물통,넓고 분위기 좋아요,1달 전,5
80,김도영,아주 자연스럽게 깔끔 모던 아틱크 넓은 커피숍,1년 전,5
81,Kim Rex,배틀그라운드 모바일 대회가 펼쳐졌던 이쁜 카페!,2년 전,4
82,재평소,규미가 블베스콘을 조아해,4달 전,5
83,iswoob (iswoob),"낮에 갔었는데, 일욜 오전에는 사람이 상당히 적었음. 생각보다 널찍하니 테이블이 있고, 천장이 굉장히 높음. 그래서 그런지 주변 소음이 적당히 들렸음. 그래도 사람이 많이 모이는 곳이라 시끄러운건 어쩔수 없었지만.. 그래도 근처의 다른 카페들에 비해서는 넓은 편이긴 한거 같았음. 게다가 내부에 붙어 있는 다양한 그림들과, 나름 인테리어들이 보기 좋았음. 그리고 가장 중요한 커피 맛은 글쎄.. 디저트가 맛있어 보이긴 했음. 맛은 다음에 한번 먹어볼 생각이긴 함.",1년 전,4
84,임정혁,장소 훌륭합니다. 금요일 4시경에 방문했는데 고객층이 젊은 편입니다.,2년 전,4
85,H Jeong,"DJ 연습을 하는건지 지들끼리 노는건지 알수없는 음악스타일 . 그것도 음악소리가 너무크다 바로 마주보고 앉은 사람의 목소리가 안들릴 정도면 너무 심하게 틀어놓은것 아닌가???
그냥 볼륨 크게틀어놓고 핸드폰만 보고 있으면 그것이 음악인가 우리는 음악에 대해 진지하게 생각해봐야 할 듯.
분위기는 좋다. 커피는 맛있다.",1년 전,2
86,박은지,"가격이 좀 비싸지만, 음료는 그냥 그랬으며 그대신 디저트는 맛있어요",10달 전,3
87,BYEOLI YUN,금요일 저녁에 방문했습니다. 넓고 높은 층고에 공간 분위기가 좋아서 선택한 곳인데 결론적으로 말하면 재 방문은 없을 합니다. 사람이 많고 순환이 빠르지 않아서 모든 음료를 일회용 컵에 서비스 하는 것은 충분히 이해하지만 서비스 된 음료의 품질이 가성비를 떠나 실망스러운 수준이었습니다. 레몬그라스 티를 주문했는데 미지근한 물에 티백이 거의 적셔나오는 수준이었고 수온이 맞지 않아 우려지지 않더군요. 커피는 좀 나을지 모르겠습니다. 베이커리는 무난 했어요. 그리고 직원 수도 꽤 되는 것 같은데 나올 때 쯤 보니 리턴하는 곳 테이블이 하나도 정리되어 있지 않고 지저분하더군요...공간에 비해 청결상태와 상품 질이 아쉬운 곳이었습니다.,3년 전,2
88,지용규,"쾌적하다
다음에 또 갈듯",6달 전,5
89,우세현,가게가 엄청 넓고 깔끔해서 좋았습니다. 음료랑 스콘 시켜서 먹었는데 맛 자체는 그냥 무난했어요.,11달 전,3
90,정해영,강남역 인근에 카페가 많긴 하지만 이렇게 확실하고 큰 공간에서 시간 보낼 수 있음이 참 좋다. 어느 이름모를 빌딩에 한 층을 차지하는 카페가 따라올 수 없는 고유한 공간.,1년 전,5
91,SuYeon Lim,강남에 메타세콰이어 나무들이 있는 푸르름을 즐길 수 있는곳 야외 내부 공간 다 좋은듯 음료값은 꽤 함..,1년 전,3
92,annie kim,푸른 나무들을 보며 커피를 마시니 우리집 정원에 앉아있는 듯한 느낌이 들었어요~ 봄가을에 바깥풍경을 보며 앉아있기 좋은곳입니다^^,1년 전,5
93,•v•쪼아,전기콘센트는 죄다 고장인건지 차단한건지 모르겠지만 노트북을 쓰기에 적합지못한 카페임 맛은 그냥 그래서 뭐때문에 사람이 많을까... 하고 혼자 생각하게 만드는 곳,1년 전,1
94,노은지,"커피 진짜 별로....커피 남긴 경우는 처음이다
별 한 개도 아깝고 별점이 왜이렇게 높은지 모르겠다...................... 몰래카메란가...............
6500원이면 스타벅스 폴바셋 커피빈 가는게 정신건강에 이롭다",1년 전,1
95,남소라,치즈케잌 티라미수 두번먹어,1달 전,5
96,엘리,사진찍기 좋고 커피맛있고 넓고 사람많음,2년 전,5
97,SUNJEONG LEE,"이층에 나무로 된 큰 테이블이 2~3개있어요 (12명정도 않을수 있는)
빵종류 사진처럼 다 시켜 봤는데 티라미수가 제일나아요 저 앙버터 마카롱이랑 스콘....몹쓸 가격에...ㅎㅎ티라미수가 맛있으니 참는다
커피는 산미 없는 커피에요 전 정말 맛있었어요",1년 전,3
98,곰신투비,"커피도 맛잇구 빵도 맛잇구 전체적으로 엄청 넓고 책상이나 의자도 좋아서 얘기하거나 공부하는 사람도 꽤 잇엇음 좋아융
과일주스는 시럽빼도 맛잇엇음",1년 전,5
99,홍경화,넓고 좋아요. 근데 화장실은 조금 ㅠㅠ더러움. ㅠㅠ,10달 전,4
100,김민지,"현재 지하공사중인데 저희 입장 이해해주시고 배려해주셨어요
진짜 강남역 가면 꼭 가는곳❤",7달 전,5
101,Young Eun Chol,인테리어 멋지고 창밖풍경 또한 멋짐. 너무 붐비지 않을때 가서 그런지 여유있는 티타임 만끽할수 있었음.,2년 전,5
102,장경민,커피 맛이 좋고 넓고 좌석이 많으며 깔끔하다. 또 감성지게 잘 꾸며져 있다. 하지만 늦은 오후부터 주변 소음때문에 머무르는게 꺼려질 정도이니 일찍 방문하는것을 추천한다!,1년 전,3
103,mina kang,돗대기 시장인줄 알았음 엄청 크고 그만큼 사람도 엄청많음 플랫화이트 먹었는데 우선 자리가 너무 불편해서 맛도 제대로 기억이 안남 그치만 나쁘진 않았음,2년 전,3
104,이다사,"커피도 맛있고  분위기와 강남에서 커피숍이 가장 큰 곳
3층까지 있어요",1년 전,4
105,James Pang,넓고 쾌적해요,3달 전,5
106,강혁주,"넓고 쾌적, 커피 맛있음, 주차 불가",9달 전,4
107,다겸,"넓어용
그뿐",3달 전,4
108,이준형의[마술사의 시점],강남 최고의 카페입니다.,8달 전,5
109,H Lee,"분위기가 정말 좋다
입구에서 부터 기분좋게 들어가 옥상에서 바람쐬며
차 한잔 하니 정말 괜찮았다
지하 1층 2층 옥상 구조로 되어있고
마지막층엔 과제같은걸 할수 있도록 넓은 공간과 책상도 마련되어있다 (실제 모임하는 사람들을 본적이 있다)
다만 커피 가격이 좀 있는편이니 참고해주시길",1년 전,4
110,호엥,양띵크루가 오프라인행사를 해서 갔다왔는데 천장도 높고 좌석도 많아 좋음 또 행사에 온 많은 사람들이 꽤 많이 들어갈 정도로 넓음,4년 전,5
111,김성현,정말 큰 카페. 천장도 높아 개방감이 있는 내부 공간. 커피도 괜찮으나 주말에는 지하 매장에서만 무선랜을 제공함,4년 전,4
112,Trisha J,"원목 장식의 예쁜 카페
야외 테라스도 좋고 실내도 높은 천장과 고급스런 인테리어로 편안함",1년 전,5
113,최병진,지하 추워요. 따아 나름 괜찮,9달 전,3
114,제이더블유,사람도 많고 시끄럽고 지하는 그냥 창고같아요. 커피맛이 뛰어난 것도 아니지만 티는 정말 6500원이 너무너어어어무 아깝습니다ㅠㅠ 아쉬워요. 여러번 가봤지만 갈수록 사람만 많아지고 관리는 잘 안되네요. 맨 처음에 땡큐스튜디오 있을때가 그리워요~,2년 전,2
115,마크제이코딩_휴대용 프린터 날인기 전문,핸드드립은맛잇는데.아인슈페너 크림은 정말맛없음.분위기는짱좋음.서울강남이아닌듯한분위기.힐링굿,1년 전,4
116,파스칼,"강남/신논현 즐겨 가는 카페중 하나. 지하, 1층, 2층 전부 넓고 층간 높다. 혼자 가기도 좋고 사람들이랑 가기도 좋음. 2층 벽쪽 콘센트 거의 다 고장남.",1년 전,4
117,킹참치,"알바가 상당히 불친절함. 퇴식구를 사전가이드 안해주고선 식기 정리해서 가져다주면 '니네가 감히 음식나오는곳에 반납하냐' 라는 식으로 퇴식구 알려줌

겉보기에만 좋고 직원 매너는 개똥 박살난 상태",1년 전,1
118,Jinwoo Kim,"쇼파가 편함
아메리카노 맛있음",8달 전,5
119,Studio Quand,"넓은 공간, 맛도 괜찮, 어린친구들이 많음",1년 전,4
120,박선우,크고 좋아요 커피맛도 쏘쏘 다만 단가는 쵸큼 비싼거 같아요,11달 전,5
121,지글이,"가게가 강남 한복판이 아닌 꼭 뉴질랜드 숲속에 온듯한 분위기여서 너무 예쁘고 가게 직원분들도 친절하셔서 너무 좋았어요~~
음료랑 케익먹어봤는데
음료는 토마토 주스,아메리카노 케익은 티라미수를 주문했어요.
토마토 주스는...정말 건강한 맛이여서 저는 개인적으로 좋아했구요
아메리카노는 신맛이 없어서 좋았어요~
티라미수는...과자부신것+크림(평범한 휘핑크림은아닌든 합니다~) 맛있긴 한데
전 개인적으로 빵으로된 티라미수가 더 좋아요~",2년 전,4
122,Juhee Lee,시간 잘 맞춰가면 자리전쟁을 피할수있어요. 그 넓은 곳이 꽉차는걸 보면 놀랄거예요... 여기 티라미슈 먹고 다른 티라미슈는 건들지도 않아요. 진짜 아메리카노랑 티라미슈를 꼬옥 드셔보세요 쫀맛!!,2년 전,4
123,창규,분위기 좋고 셀카 맛집이에요.,10달 전,5
124,정봉승,맛있고 분위기좋은 카페,1년 전,5
125,스파이디,"분위기 좋은 것 제외하고 맛은 보통.
분위기 좋아서 가고 싶다가도 맛 생각하면 주춤거려지는 곳이지만
맛이 안 좋은 편은 아니니 카페 분위기 보고 가는 곳",1년 전,3
126,L. Kim,테이블 간격이 매우 넓고 층고도 높아 사람이 많아도 소란하지 않음. 커피맛은 쏘쏘하지만 강남인걸 생각하면 나쁘지 않음,1년 전,4
127,대디문의일상,클래식한 분의기와 넓직한 공간 나무를 많이 사용해서 따뜻합니다 ^^,1년 전,5
128,kaile Jeong,조용하고 좋아요,6달 전,5
129,Cheol Kang,"내부에 알베르 랩(Alver Lab)이라고 별도로 운영되는 카페가 있는데, 영국 Square Mile Coffee Roasters의 스페셜티 빈으로 내리는 훌륭한 V60를 마실 수 있다.",4년 전,5
130,Jae-Hyeon Sung,the coffee collective 의 원두를 맛 볼 수 있는 곳.,2년 전,4
131,조소영,스콘&티라미스 굿ㅎ 커피도 좋음~ 공간 넓어서 사람 많은 강남이라도 웨이팅 걸릴일 없음ㅎㅎ,2년 전,5
132,다다,넓은 카페라 자리가 많다는게 장점 음료는 보통,1년 전,3
133,재재,넒어서 좋음 강남에서 수다떨때 감,1년 전,5
134,hyper dumpling,참 넓어서 좋아요 컵은 후지지만 장소가 참 쾌적함. 강남역과는 멀다,1년 전,4
