,ID,내용,날짜,별점
10,Chris Silhwan Jin,"분위기 좋고, 커피도 맛이 훌륭합니다. 인테리어 독특해서 둘러보는 재미가 있어요.",7달 전,4
11,김재현,"포스코센터에 있다보니 내부의 인테리어가 스틸이다.
모두가 딱딱하고 차가운느낌의 철제 소재의 가구들이지만 그럼에도 예술적으로 잘 승화하여 현대적이고 도시적인 느낌이 좋은 카페이다.
워낙 넓어서 쾌적하게 시간을 보내면서 업무를 할수도 있고 여유를 즐길 수 있다.",1년 전,5
12,ss s,스틸로 된 계단 등 특별한 인테리어가 멋집니다,4주 전,4
13,전재필,언제나 믿음직한 수준의 커피를 맛볼수 있고 공간적인 경험도 할 수 있는 테라로사. 제철회사 건물에 철을 주로 사용해서 또 한 곳의 커피 문화 공유 기회를 제공합니다. 다만 아쉬운 점은 그 회사의 소장 도서가 모두 전시품이어서 실제로 읽을수 없다는 점과 카페 내부에 설치된 특이한 브리지가 관리자만 진입할수 있도록 막아 놓았다는 점은 많이 아쉽습니다.,2년 전,4
14,gogo go,오직 인테리어만 좋기 때문에 커피숍이 아니라 인테리어 샵이라고 불러야 맞을 것이다. 커피 맛은 매우 평범하거나 별로다. 스페셜티라고 커피 전문 숍이라고 말하는 건 양심이 없는 것이다. 오랜 훈련으로 단련된 바리스타가 내리는 커피라고 하는데 그렇지 않다. ceo가 커피를 전문적으로 파고들었다는데 고개가 갸웃거려진다. 디저트도 평범하다.,1년 전,2
15,이학철,"유명 프랜차이즈커피점, 넓고 쾌적한 공간으로 주민들에게 인기있는 업장",2달 전,5
16,채영환,넓직해서 좋습니다. 커피는 드립 주문이 많아 사람 많을시 주문하면 5분 이상은 기다려야해요. 맛은 짱짱. 포스코센터점이라 그런지 테이블이 전부 철제. 주차권 2시간 카운터에서 말하면 적용해줍니다. 케이크 맛집. 꼭 드세요.,1년 전,5
17,viatoribus ya,"비 내리는 일요일 오전에 갔습니다. 한적하고 여유로운 분위기를 누릴수 있었습니다.

멋진 예술분야 책들이 아주 많은 멋진 공간입니다. 1층 창가쪽 벽에 꽂혀 있는 책들은 진열용이라 열람이 안되지만, 직원들 커피 만드는 공간을 둘러싸고 있는 바에 꽂혀 있는 책들은 열람이 가능합니다.

2층은 보다 많은 좌석이 있습니다. 창가자리쪽에는 각 좌석마다 전기 콘센트가 마련되어 있고, 창밖으로 보이는 비에 젖은 녹빛 나무들을 보니 마음이 평안해 졌습니다. 창가 자리에 앉고 싶었지만, 혼자 책 읽으러 온 사람, 노트북으로 뭔가를 하는 사람, 가족끼리 공부하러 온 사람들이 이미 차지하고 있었습니다. 일요일 오전의 한적함과 평안함을 누리러 부지런히 나온 사람들이었습니다.

하우스주스 한잔과 꽂혀있는 책 한권을 보며 한 시간 정도 있다 나갔습니다. 만족스러운 공간과 시간이었습니다.

주문 받는 직원분이 조금만 따듯한 표정으로 응대해줬으면 완벽 했을것입니다.",9달 전,4
18,Karen Kim,펑일엔 좌석도 여유있고 조용합니다. 주말엔 어떨지 모르겠으나 접근성도 괜찮고 지하에 영풍문고랑 푸드코트가 있어서 약속잡기가 좋아요,1년 전,4
19,Seokjae Lee,넓고 주차 편리해서 자주 들리게 되는 곳. 큰 만큼 약간 시끄러운듯 하지만 생각보단 크게 거슬리지 않네요.,9달 전,5
20,서정훈,"도심에서는 품을 수 없는 풍부한 공간을 품은 테라로사 지점입니다. 포스코센터 1층 로비의 풍부한 공간을 지나서, 요새 한참 핫한 책을 이용한 인테리어 공간을 지나면 테라로사 서종점 같은 장중한 계간으로 1-2층이 연결되는 중심공간이 있습니다. 다른 지점들과 달리 장소작인 특성상 철이라는 소재가 많이 쓰였으며, 매끈하고 반짝이기보다는 약간은 거칠고 러스크한 마감들의 인테리어가 돋보였습니다. 다만 사람이 너무 많아서 소란스럽고 복잡한 관광지 같은 느낌이 드는 태생적인 아쉬움이 있습니다.",3년 전,4
21,hyelyeong Won,커피맛이 깔끔하다 워낙 산미를 싫어하는데 그다지 신맛도 강하지 않고 좋다 강남에서 이렇게 뻥뚫린공간 광장의 개념을 가진곳이 드문데 시원하게 넓다,10달 전,3
22,Jonghwan Moon,1-2층으로 나눠져 있어요. 2층은 공간이 넓고 채광이 좋네요. 1층은 책으로 인테리어를 이쁘게 해 놓았습니다. 분위기 좋은데 평일엔 많이 붐빌것 같은 느낌입니다. 커피 맛나고 감귤주스도 상콤하네요. 사진찍으러 한번은 올만 합니다.,1년 전,4
23,Seyoung Pi,"포스코 사옥의 컨셉에 맞는 철강 소재의 계단, 바닥, 벽면 데코레이션이 인상적. 앉을 자리가 매우 많고, 테이블 간 거리가 넓음.
라떼아트도 늘 예쁘고 정성스러운 느낌!
디저트 류도 모두 추천!",2년 전,5
24,Hyelim Chang,"공휴일 오전에 가서 한산해서 좋았어요. 테라로사 라떼류는 좀 싱거운 맛이지만 드립은 맛있습니다. 공간이 넓고 탁 트인 느낌이라 조용한 시간에 와서 책 보거나 노트북 하기 좋아요.

Very spacious with impressive design. You can choose your seat between different shapes and materials (of course not when it's busy). Laptop-friendly.",1년 전,4
25,곽지원 (Jin),공간이 넓직한 북카페  느낌입니다. 테라로사답게 커피는 맛있습니다.  게이샤는 프리미엄급답게 호불호가 없을 안정적인 고급진 맛입니다. 겨울한정으로 나온 솔티...도 좋습니다. 겨울에 잘 어울리는 맛입니다. 포스코센터 1층 밖에는 트리 장식도 예쁘게 있으니 맛있는 커피 한잔과 예쁜 인증샷 남기기도 좋을듯 합니다,1년 전,5
26,김영이,너무 좋았어요 분위기도 좋고 넓고 다야하게 음료를 고를 수 있어요,1년 전,5
27,이우제,"아이러니하다 커피가 괜찮다... 오히려 강릉 안목해변보다 여기가 낫다 까놀라도 기본을 잘 지키고있다
아이러니하다 본점은 강릉 아닌가.",10달 전,5
28,MR Yang,강남 한복판에 이렇게 여유로운 공간이 있다니!!! 극장식 좌석도 있고 갤러리식 좌석도 있어 편한 자리 찾아서 실컷 쉬었다 갈 수 있음. 커피맛 좋다고 소문이 났는데 맛을 못 봐서 아쉽구요...,2년 전,4
29,2,"주차 : 편리 (건물내)
주말 주차 2시간 무료 (8:30 오픈)
평일 주차는 가격대별 차등 적용 (7:30 오픈)

커피 : 굳!! (다른 지점에 비해 더 맛남) 돈 안아까움.
주변에 같은 값이면 이곳에서 마실의향 충분!

공간 : 포스코와 커피가 만나니 이국적인 실내가
더 돋보임",2년 전,5
30,Seung myung LEE,공간넓고 좋아요. 반면 자리가 잘안나요~,1년 전,5
31,Changouk Lee,공간도 넓고 빵 종류도 맛있어서 좋습니다.,7달 전,5
32,SuIn Park,"굉장히 넓은 것 같으면서도 자리는 그렇게 많지 않은 카페. 1층은 서점식으로 인테리어되어있으며, 대부분 포장되어있어 실질적으로 읽을 수는 없다. 2층은 전체적으로 날씨 영향을 많이 받는 편인데 어둡고 차분한 분위기. 커피는 무난하고 커피이외의 음료 종류는 적은 편이다. 간단한 디저트들이 있어 커피와 함께 먹기 좋다.",1년 전,3
33,Cheulku Yoon,테라로사 특유의 디자인과 포스코센터의 느낌이 적절히 융합된 디자인이 인상적. 자리 간 넓이가 상당히 넓은 것은 큰 장점.,2년 전,5
34,최재석,주차편하고 원두포장했더니 드립커피한잔주네요  친절함 추가,4달 전,5
35,송민근,예쁜 듯 아쉬운듯 한 카페. 한 번쯤 와보기에 나쁘지 않음. 2층의 낮은 층고는 아쉬운 점. 커피는 아주 특이한지 모르겠지만 맛은 있음,7달 전,4
36,여성윤경희,핸드드립 커피 맛이 좀 싱겁지만 일반커피랑은 좀 다르고 장소 넓어서 자리 항상 있고 볼 만한 책이 많아서 좋고 주말에는 2시간 무료주차.,1년 전,5
37,APC 전문가-김종억,"포스코 건물안의 테라로사
맛남 커피와 책과 분위기와 많은 손님들
은치가 넘치네요 좋아요
그리고 입구에 이쁜 수족관도 최고예용
주차는 2시간 무료~☆☆☆☆☆",1년 전,5
38,김영호,여기는 업무차 자주 오네요. 넓고 쾌적해서 여유있게 차한잔 할수 있네요,6달 전,5
39,HJ RYU,"멋진 곳
강릉보다 나아보임
도심속 힐링공간",11달 전,5
40,Christine,"명불허전 테라로사. 커피맛이 너무 좋다. 이렇게 넓은 공간과 책에 파묻혀 커피를 즐길 수 있다니. 샌드위치도 베이커리류도 맛있습니다. 포스코센터점에 맞춘 특색 있는 테이블과 의자들까지 완전 내 취향. 나만 알고 싶은 공간
원래 평일 점심 외에는 좀 한가했는데 요즘은 평일 주말 할 것 없이 붐빈다. ㅠㅠ",1년 전,5
41,유한나,"웅장한 장소다.
책한권이 금새 봐질것같은 분위기에 사로잡힌다",1년 전,4
42,rina kim,"이비스 호텔에서 걸어서 5분 거리.포스코 건물안에 이렇게 분위기 좋은 카페가 있는 줄 몰랐네요~일단 넓고 커서 확 트여 시원하구요,사방이 책으로 쌓여있어 느낌이 고급져요^^",2년 전,4
43,Kyutae Jo,"좋은 커피, 맛있는 디저트, 모던한 디자인이 있는 훌륭한 카페. 다만, 응대가 너무 아쉬웠다. 주문을 하려고 앞에 갔는데 잠깐 기다리라는 말도 없이 커피 만드는 쪽으로 자리를 비우더니 1, 20초도 아니고 30초 이상 시간이 지나서 여기요 하고 사람을 불러도 멀뚱멀뚱 쳐다볼 뿐 응대가 없다. 1, 2분이 지나서야 자기 할 일 마치고 주문을 받는데... 지금껏 불친절한 응대는 받아보았지만 내가 유령이 된 것 같은 응대는 처음이었다. 매우 불쾌한 경험이었다. 좋은 커피와 디저트, 인테리어를 가지고도 응대에 망가지는게 너무 아쉬운 곳이었다.",6달 전,2
44,HS OK,넓고 독특한 인테리어가 좋았고 피지서머 커피가 맛있었다.,1년 전,4
45,박혜원,조명이 좀 어두웠지만 전반적으로 깔끔한 분위기,10달 전,4
46,Beomhun Mo,"자리가ㅠ너무 없고 사람이 많아서 추가주문할려면 엄청 기달려야됨. 그래도 테라로사 특유의 분위기는 좋음.
초콜릿바는 기대했던 달달한 맛이어니였고 레몬치즈케익이 상큼한게 좋았음",1년 전,3
47,애드바이저써니,분위기 최고. 압도적 규모. 이보다 멋진 테라로사가 있을라나. 삼성역 가면 이제 여기,2년 전,5
48,Summer Kim,"창가의 좋은 자리는 죄 공부방인듯한 느낌... 자리 맡아두고 나가서 안돌아오는 사람도 있을 정도라니요
관리 조금만 하면 모두가 좋은 경치보며 앉을 수 있을텐데 말이죠.
커피는 중상급정도.
오다가다 생각나면 들릴 정도지 그리 쾌적하진 않아요.",10달 전,4
49,Somi Kim,와이파이가 좀 약해서 작업하기에 편리하진 않지만 커피와 디저트가 맛있습니다. 접근성만 좋으면 더 자주 가고싶은 곳입니다.,1년 전,4
50,도곡멋쟁이,"개방감있어서 답답하지않고 주차도 2시간으로 편해서 종종 들리는 까페입니다.
커피잔이 작아 양은 작지만 맛은 좋아요.",2년 전,5
51,최희정,"본점  못따라감 커피도 먹다만것처럼줌
그냥 스타벅스나 다른 프랜차이즈가
훨씬나은듯",6달 전,1
52,Hoisoo Cho,넓은 공간 느낌있는 인테리어! 커피도 베이커리도 맛있어서 대만족,1년 전,5
53,JE쥬니어사장학,"스케일, 분위기, 커피까지 최고네요.",2년 전,5
54,Disney Bug,분위기가 좋고 탁 트인 느낌. 한 번쯤은 들러볼 만 합니다.,1년 전,4
55,Dangle Papa 醣爸 010-8724-7876,"큼지막해서 속이 다 후련. 이야기 하기 좋음!

하지만 진동벨 가지고 다니기엔 너무 넓어서 살 빠짐!

다이어트 하기에 좋은 카페 ㅋ",1년 전,5
56,최다예,"피칸파이와 벚꽃 블랜드 맛있네요
주말에는 주차 2시간 무료예요
분위기 굿",2년 전,4
57,Nhokon Park,"넓고 좋습니다. 커피도 맛있네요.
한번쯤은 와 볼만한 곳 입니다.",2년 전,5
58,jaeyong lee,커피맛이 깡패. 보고싶은 외국서적이 발견된다면 천국. 2층에 있는 넓은 공간은 작업하거나 공부하기 이상적인 분위기. 겁나게 넓습니다.,2년 전,5
59,이승훈,입구에서는 느낄수없던 분위기가 내부에 연출되네요-!!!!맛있어요;),1년 전,5
60,SANG YONG LEE,젊은이들이 이용을 할수있는 넓은 개인간의 공간이 특징이 있는곳,6달 전,5
61,SS Li,시간을 들여서 일부러라도 갈 가치가 있는곳. 공간도 넓고 많은책 등 인테리어 분위기도 정말 좋다. 일하는 분들도 친절.,2년 전,5
62,김지은,"아주 색다른 인테리어는 아니지만, 포스코 사옥에 어울리게 넓고 크네요
( 경포호수점의 확장판 느낌 )

2층으로 연결되는 계단석에서도 많이 즐기시는듯해요
점심시간엔 줄을 서네요

전체적인 커피향은 강릉본점이 더 감흥있었던거 같아요
테라로사 원두 찾으시는분들  좋아하실듯요

1층 로비중앙에 있는 원형수족관은 덤으로 즐기세요
가오리도 보여요",1년 전,4
63,Won52noW (난다원반장),"커피의 맛보단 공간의 분위기에 매료당하다. 포스코센터의 약 3층정도의 공간을 통으로 뚫어 공연이 가능한 공간으로 만들었다. 공간이 넓어 좌석간의 간격 또한 멀정도라 사적인 대화가 전혀 문제 없이 가능한 장점이 있다. 포스코건물이라서인지물라도 거의 모든 인테리어가 철로 되어있는 것도 특이하다. 테이블 마져도,,,,, 커피를 좋아하던 좋아하지 않던 공간이 가지고 있는 분위기를 느껴보기위해 한번은 들러보길 권한다.",3년 전,5
64,조정우,"넓은 공간과 그리 많지 않은 테이블 배치는 어쩌면 쾌적하다는 인상을 주기에는 충분했지만, 쉬고 가고 싶었던 손님을 모두 만족시키기에는 부족했다
꽤 큰 다인용 테이블에도 의자가 부족해 절반 넘는 공간이 죽은게 아쉬웠다
커피 맛이나 빵 등은 맛있었다",10달 전,4
65,Sonia,"주차가 가능해서 좋고, 카페 내부 인테리어도 아주 멋집니다
의자는 편한 의자는 아니었습니다

음료와 디저트는 아주 만족스러웠습니다",1년 전,5
66,인셀덤신디,"넓고 확 트인 공간감이 괜찮아요
커피가 진한데 잔은 작아서 아쉬움~",7달 전,4
67,Moran Park,테라로사의 커피 풍미를 선호하진 않지만 맛은 그럭저럭....인테리어 매력으로가지만..그 수많은 책들이 인테리어 라며 그 구하기힘든 각각의 전 세계에서 유명하고 소중한 책들을 손댈수도 볼수도 없게 하는건  조금 가혹했다..그윽해지는 커피향기와 손때묻어 낡아가는 책들도 인테리어의 일부가 될수있지않을까 생각해본다.,1년 전,2
68,Sangjin Hahm,최고의.장소...최고의 커피..빵..샌드위치 최고!,1년 전,5
69,Eunjoo Kim,"포스코 빌딩내에 잇어 철로 된 테이블, 계단 등 컨셉이 들아간 디자인이 인상적이며 수많은 책으로 둘러쌓여 느낌이 새롭다. 점심시간에는 사람이 많아 대기가 길지만 오전에 가면 매우 여유롭다. 2층 공간 자리 많음.",1년 전,5
70,YU YU,인테리어 멋있어요 그러나 공간 활용은 아쉬움. 커피는 쏘쏘한데 티라미수는 진짜 맛있음. Industrial interior is going well with POSCO. The coffee is little sour taste. The tiramisu is the best one which I have had.,2년 전,4
71,Jeong rak Lee,"안내판에는 친절히 코로나로인한 사회적거리 유지가 있지만, 종업원에 거리 유지 해야 하는거 아니냐고 물으니 ""손님들이 많아서요. ㅋㅋ"" 가 끝이네요. 테라로사가 많이 변한듯하네요.",9달 전,2
72,조성규,"강낭대로 도심속에 쾌적하고, 큰규모, 주차시설, 실내분위기, 주변의 트리장식 최고의 만남의 장소임",1년 전,5
73,Yukyung Chung,조용해서 좋아요,3주 전,5
74,광하,카페가 크고 분위기가 좋아 얘기하기는 좋으나 커피를 제외한 음료가 맛이 뛰어나진 않는 편. 빵은 먹을 만해요,10달 전,1
75,아재튜브[AZ Tube],넓디넓은자리에 좋은분위기는덤,6달 전,5
76,딴짓하는병리쌤,공간도 넓고 맛있는 커피도 마실수 있는 곳. 혼자서 4인자리 잡고 장시간 앉아 있는 분들 빼면 괜찮음.,10달 전,5
77,quanenrong,분위기 너무 좋음 근데 빵이 그냥 그랬음 맛없는걸 골라서 그런가??,1년 전,4
78,한상민,정말 멋지네요 포스코 기업 이미지가 곳곳에 묻어 있어요,1달 전,5
79,Sungbin Park,넓은 공간이 참 좋던 이 곳~,10달 전,5
80,정윤서빠,"넓고, 커피 맛남. 주차 1시간 무료.",6달 전,5
81,니엘유튜브,정말  넓고  커피와  빵도  맛나고  좋아요!!^^,1년 전,5
82,Sona Kim (쏘쏘냥),커피맛 쏘쏘. 자리는 불편. 유명하다니 그냥 한번 가볼만한곳. 두번은 안갈듯요~ 별마당 도서관 아류느낌.,7달 전,2
83,Kiheon Shin,좋은 커피에 독창적이고 즐길거리가 많은 공간,1년 전,5
84,NATALIE S,커피는 맛있으나 항상 사람이 많음... 자리가... ㅠㅜㅋ,1년 전,4
85,정선우,철의 기업 포스코와 커피 공장 테라로사가 만났다. 넓은 공간의 많은 책들은 옵션.,10달 전,5
86,IH choi,"넓고 쾌적해요~~
평일 주차 1시간 / 주말 2시간 무료",9달 전,5
87,Yongsuk Sung,"오늘의 드립 5,500 KRW. Specialty coffee 맛은 말할 것도 없고 여유로운 공간과 차분한 인테리어와 음악으로 주말 오전에 책 읽거나 얘기 나누는데 이만한 곳 찾기 힘들 것 같습니다.",1년 전,5
88,Bosung Kang,공간이 넓어 쾌적합니다. 줄이 긴편이라 오더 시스템이 개선되면 좋을것 같아요,2년 전,4
89,Sungjin Kim (RobinK),커피가 맛있는 포스코센터 1층 복층 형태의 사이즈가 큰 매장으로 책으로 장식되어 있는 인테리어로 다양한 볼거리와 특이한 좌석 배치가 눈에 뛴다,10달 전,5
90,kim burn,책읽는 카페로 잘 갖춰져 있슴 분위기 굿!,7달 전,4
91,Presspork,"비교불가의 커피공간
바리스타 테크닉, 원두품질, 인테리어, 공간성
모든것이 완벽한 최고의 커피샵
한가지 단점은 2층 자리잡고 1층에서 커피 테이크 하는 것..게이샤, 콜롬비아 원두는 비싸지만 추천하고싶은 원두입니다.
빵도 맛있는 제대로 만드는 곳이죠",1년 전,5
92,조혜연「Hyeyeon Cho」,최고로 직관적인 카페,1년 전,5
93,윤지현,좀 비싸지만 맛있는 커피를 마실 수 있습니다. 사람이 늘 많지만 매장도 그만큼 넓어요. 레몬 치즈 케잌도 추천!,1년 전,4
94,곰인형c,분위기 갑. 커피값도 좋아요 포스코 건물,2년 전,4
95,Seunghyun Moon,너무 멋진 공간이네요 포스코 건물이라서 철제느낌 가득하고 바닥도 찬장도 분위기가 너무 좋아요.. 공간도 아주 넓습니다..,1년 전,5
96,suchang lee,엄청 공간 넓음. 커피 마시기 좋은 곳.,1년 전,5
97,허문영,공간이 넓어서 탁 트인 느낌이 드네요,2년 전,5
98,유쾌한 채원씨,"천장높은카페.아늑하고쉬고싶고,커피도맛있고?빵도맛있고ㅎ",1년 전,4
99,이동한,토요일 오후 1시쯤 갔는데 사람은 꽤 있었으나  넓은 공간이라 괜찮았습니다. 3시쯤 되니 사람이 꽉차고 시끄러워지더군요.,9달 전,5
100,sejin park,"분위기는정말 좋아요
약간 신맛나는 커피라 신맛 안좋아하시면 비추",2년 전,3
101,최정화,"맛있어요
포스코 일본이랑 친함?",3달 전,5
102,정요한,넓고 커피맛도 좋네요,2년 전,5
103,TY,"매우 넓은 공간.
주차 가능.",9달 전,4
104,우기도령,일단 장소 인테리어가 독특한 건 인정합니다. 다만 커피 맛은 좋은 지 모르겠고 가장 저렴한 메뉴인아메리카 오리지널이 메뉴판에 없어요!(주문 가능) 주문 하려면 20분 줄서야 하고 그나마 주차 2시간 해주는 점 때문에 별 2개 줍니다.,1년 전,2
105,SUMI WOO,"포스코 센터의 테라로사 답게

책과 철이 어우러진 카페 인테리어에 압도! 당했어요 😳

시간여유가 된다면 스틸갤러리를 둘러보는 것도 좋을 것 같네요 ^^

안전모 장식은 안어울리는데 귀여운 포스코센터점만의 뽀인트 인 것 같아요.",1년 전,4
106,Donghwan Kim,"넓고 분위기 있음
의자가 불편해서 오래있기는 안좋아서 별하나 뺐어요
큰자리 많아서 단체로 오기 좋아요
나머지는 모두모두 만족!",10달 전,4
107,박영진,"포스코 빌딩 1층에 위치한 전망좋고 분위기 좋은 카페입니다. 낮시간은 낮시간대로 북적거림을 음악으로 들을수 있고 한가한 주말에는 고즈넉함을 즐길수 있습니다. 여유로울때, 책학권 읽으며 평화로운 여가를 보내기에도 적당합니다. 혼자서, 혹은 연인들끼리, 친구와 함께, 혹은 가족단위로 가도 좋은 곳입니다.",1년 전,5
108,럭키박스,포스코 창업자 박태준 회장님 vr도 보고 주차칸이 무지 넓어 좋고 빌딩 모든 시설이 편하고 좋습니다.,1년 전,5
109,Jay Yoo,엄청크게 잘해놨네요~~ 책도 많아요 디자인서적들^^,1년 전,5
110,Charlie Lee,이렇게 큰 공간에서 맛있는 커피 마시니까 좋네요 :),9달 전,4
111,jang-wook lee,"커피맛과 분위기, 모두 만족스럽습니다. 예전에는 원두를 고를 수 있었는데 지금은 그렇지 않네요.",10달 전,5
112,Lee youngsup,넓고 쾌적하였다. 재방문 의사 있음,1년 전,4
113,Bongjin Kang,"서종, 강릉점이 멀다면 여기를 추천함. 커피알못이 느끼기에도 테라로사 커피는 다르다.",1년 전,5
114,제갈민,"넓직한 장소
다양한 커피",7달 전,4
115,KiRYUNG Kim,분위기 좋고 커피맛나요. 오늘의아이스드립 추천,11달 전,5
116,David Cho,"포스코 빌딩 1층에 있는 테라로사. 훌륭한 드립커피와 주말에는 2시간 무료주차가 가능.
책을 보거나 일하기 좋음. 철로 만든 의자와 탁자는 겨울에는 좀 추움.",1년 전,5
117,정태건,웅장하네요 안나푸르나에 온듯한 느낌입니다 ㅎ,9달 전,5
118,Jin Pyo Hong,커피 맛도 좋고 분위기도 좋습니다. 오늘의 드립 커피가 다소 저렴하고 맛이 좋습니다.  빵은 맛은 좋지만 좀 비쌉니다.,1년 전,5
119,이주성,"삼성동 포스코 사거리 포스코 사옥 1-2층에 걸친 스페셜티 커피 계의 삼촌같은 존재.
포스코 사옥에 위치한 것을 컨셉으로 더더욱 철철한 느낌을 주는 인테리어로 무장하고 있다. 엄청나게 큰 규모로 점심시간에는 줄이 많아 마시기도 어려울 정도로 인기가 많다. 주말이라고 예외는 아니지만 앉을 곳은 넉넉하다.
커피 맛은 역시나. 특히나 개인적으로 라떼는 손에 꼽을 정도의 안정적인 맛이라고 생각한다. 그 외 드립이나 디저트 베이커리류도 매우 좋은 퀄리티이므로 즐길 것을 권장한다.",1년 전,5
120,곰고미,다양한 빵.디저트 그리고 핸드드립커피가 있어서 추천합니다,1년 전,5
121,HyeonCheol Jeong,자리도 넓고 커피도 맛있고 좋아요,6달 전,5
122,Juy,"공간활용이 재미있어 구경거리가 많은 곳.

+ 사람도 많습니다....",9달 전,5
123,taiyoun Kim,넘 분위기좋음^^  회사이미지까지 좋아지려함.,1년 전,5
124,Y K,코로나에 딱 맞는까페 널찍해서 좋음,9달 전,4
125,Nayoung Kim,강릉과 비슷한 분위기에요 주차가능해요,6달 전,5
126,kooyoung roh,"공간, 멎, 인테리어 꽤 괜찮음. 커피맛은 개취에 안맞음",7달 전,4
127,눈사람,카페 안이 엄청 커서 좋아요~~ 커피도 맛잇고 무엇보다 피칸파이ㅠㅠ 견과류 싫어하는데 엄청 맛있어요~~,8달 전,5
128,Ji Park,독특한 분위기가 좋은 카페. 가격은 높은편,1년 전,4
129,Inkeun Lee,철을 소재로 한 인테리어가 돋보이며 커피맛이 좋음,1년 전,4
130,남중관,"핫한  카페...커피, 에이드류 굿",7달 전,5
131,서재영,크고 분위기 좋아요^^  맛있는 커피도 좋구요,9달 전,5
132,이재인,넓고 커피와 디저트 모두 괜찮아요.. 안쪽에 수족관이 있어 어린이들도 많이 좋아할듯,1년 전,4
133,Junho Won,"노트북하기 좋은 카페, 테이블 관리를 좀 해주면 좋겠음. 지저분하고 쇠냄새 작렬..",11달 전,4
134,Sunghoon Kim,정말 크고 넓고 차분하고 코로나 시국에 딱 맞는 카페,11달 전,4
135,HAYEONG JEON,느낌있는 공간! 좋아요!,1년 전,4
