,ID,내용,날짜,별점
19,송정우,"가격싸요. 쿠키 너무 맛있어요. 특히 버터쿠키가 짱임.. 데워주는거 바로 먹어봐요 대박임.. 핫초코는 많이 달지 않아서 조아요..
단점은 조금 양이 적고 조금 사람이 많아요..",1년 전,4
20,신날치 Shinnalchi,강남역 근처에는 괜찮은 카페가 은근 없는데 이곳은 괜찮아요. 그리고 평일 오후에 가도 강남 특성상인지 사람이 많아요. 공간을 쉐어했습니다 그래도 전혀 어색하지 않았구요. 저는 커피를 마셨으나 잠깐 동생들이 들리는데도 눈초리 같은걸 안 주셔서 너무 감사했어요. 특히 커피 맛도 부족함이 없었습니다. 사진상 흘려보여서 누가 흘렸냐고 물어봐서 감성을 모른다구 뭐라고 했어요. 제가 먹은 메뉴는 더티카푸치노인데 진심 맛있어요. 부드럽고 위치가 이런곳에 있나 닭발집 옆이라서 의아했구 또 지하라서 과연 사람이 있을까 했는데 많았어요,2년 전,5
21,유Hk,자리가 많지는 않지만 분위기도 좋고 쿠키랑 커피랑 맛있어요!,3년 전,4
22,문수현,그저 단란하지만 맛은 꾸준히 좋은..편안히 맛 보는 핫플 느낌입니다,10달 전,5
23,친절미,더치 페퍼 맛있는데 양이 넘 적..어도 맛있어요 dd 쿠키도 맛남! 나중에 베이컨 초코 쿠키도 시켜먹었는데 개취로 그게 더 맛있었우요,1년 전,5
24,손유경,분위기좋고 직원친절하고 커피가격도 합리적인편,1년 전,5
25,김성현,커피는 특별할 것이 없으나 이런 분위기의 카페에서는 드물게 노트북을 사용하기에 편한 테이블이 있다라는 것이 장점. 거기에 카페 조명이 좀 어두워 노트북 작업하기에 좋음.,1년 전,4
26,HJ,"더티커피 3800
플랫화이트 ice 4000
시나몬스콘 3500
피넛버터쿠키 3500
분위기 좋고 맛도 좋지만 양이 적어서 아쉽다",10달 전,4
27,b스윗허니,더티카푸치노가 유명한 곳~! 그냥 강남역 카페 중 갈만한 곳이다,1년 전,4
28,수염,"지하 1층이고 어둡고 분위기는 좋은데
작은 공간에 사람 너무 많고 웨이팅도 매번 있어서 시끄러움
테이블 좁고 의자도 불편..
맛 없음..
전체적으로 불편한 카페였지만 분위기만큼은 왕조아따",1년 전,3
29,이지연,"커피두 맛있구용, 잘 해놨네용~ 지층이라 조금 갑갑하긴해용",2년 전,4
30,조유나,독보적인분위기 더티카푸치노의 깊은 맛이 좋았고 벨벳을 제대로 냈다. 다만 자리가 별로없어서 ㅠㅠㅠㅠ 많이 대기타야했다.,3년 전,4
31,제니퍼,쿠키가 달고 맛있습니다. 분위기가 정말 좋네요! 나만알고싶은 커피집이에요!,1년 전,4
32,miri Jeon,"분위기깡패👍, 커피도 맛있지만 쿠키도 맛나다.
더티카푸치노는  계피가루대신 초콜릿파우더를 올려줘서 첫맛은 달콤하고 마시다보면 카푸치노의 풍부한 맛을 느끼게 해준다. 사이드메뉴가 쿠키밖에 없어서 기대않고 시켜봤는데 오븐에 구워서 서빙되어서 더 맛있게 느껴졌던 것같다.
신사점보다 공간이 넓어서 좋았다. 백퍼만족!!",2년 전,5
33,김혜진,커피가 완전 맛있어요 애플 크럼블 아포카토 짱,1년 전,5
34,Kyungseo Han,유명한 만큼 디저트도 괜찮고 아늑해서 쉬어가기 편했어요 ^^,1년 전,4
35,김메렁,"강남물가에비해 가격도 저렴하고 분위도 좋아요.
다만 시끌시끌하다는 점...",1년 전,5
36,김정훈,분위기 나름 괜찮아서 데이트하기 좋아요. 쿠키도 맛있어요,1년 전,4
37,최한나,아이스 아메리카노 맛있어요. 분위기도 좋습니다.,1년 전,5
38,CS Baek,"지하에 있는 커피숍이 독특하다고 생각했는데, 들어가니까 매장 분위기가 좋더라구요. 커피도 맛있어서, 좋은 시간 보냈어요~",1년 전,4
39,김경숙,인스타에서 유명해서 가봤는데 줄까지 서서 들어간 것 치고는 커피맛이 평범한 편입니다. 분위기는 독특하고 SNS에 사진 올리면 예쁘게 나오니까 한 번쯤 가볼만 하네요. 공간 크기에 비해 수용인원이 적고 오래 앉아 있기는 불편해요.,1년 전,3
