,ID,내용,날짜,별점
76,Tiffany M,"(Google 번역 제공) 나는 친구와 함께 갔고, 장과 장과 프렌치 토스트와 구운 달걀을 지옥에서의 달걀이라고 부르도록 명령했다. 음식 도금은 매우 잘하게되었다. 그리고 그것은 일반적으로 매우 instagrammable 한 카페 다! 햇빛과 귀여운 인테리어.

주의 - 한 부분은 꽤 큽니다. 보통 많이 먹지 않는다면 음식과 함께 음료를 주문할 때 한 접시는 아마 2에 충분할 것입니다. 가격은 일반 카페보다 높을 수 있습니다. 한 접시의 음식과 음료는 1 인당 약 20000 원이지만 부분과 품질로 만 보상됩니다.

우리는 바쁜 일요일 정오에 갔다. 그래서 음식에 오는 데는 시간이 좀 걸렸다. (아마도 별 수가 적은 등급의 이유 일 수도있다.)하지만 너무 오래 기다리지는 않았다. 아마 15-20 분이 걸렸다.

Garosugil 지역에 있다면 전반적으로 훌륭한 경험이 될 것입니다.

(원문)
I went with a friend and ordered the berry berry french toast and the baked eggs called egg in hell. The food plating was done very well and it's a very instagrammable cafe in general! Lots of sunlight and cute interior.

A word of caution- the portion is quite large. If you don't usually eat much, then one plate is probably enough for 2 if you're ordering drinks along with the food. The price might be higher than normal cafes, around ￦20000 per person for one plate of food and a drink, but the portion and quality makes up for it.

We went during a busy sunday noon so the food took a while to come (probably the reason for some ratings with less stars) but it wasn't too long of a wait, probably 15-20 minutes.

Overall a great experience, definitely worth a try if you're in the Garosugil area.",2년 전,4
77,Vishaal Buch,"(Google 번역 제공) 압구정의 굉장한 브런치 장소, 맛있는 다양성, 멋진 커피와 멋진 분위기! 여러 번왔다!

(원문)
Awesome brunch place in Apgujeong, good variety, nice coffee and nice ambience! Have been to multiple times!",2년 전,5
78,신예지,"(Google 번역 제공) 너무 비싼. 맛없어 친절하지 않습니다.

(원문)
Too expensive. Not delicious. Not kind.",1년 전,2
79,G Ma,"(Google 번역 제공) 흥미로운 앙트레, 디저트 및 주스 음료를 제공하는 간단한 농장에서 테이블까지의 레스토랑입니다. ㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ ㅇㅇㅇ 그 지역에서 쇼핑 할 때 휴식을 취하기에 좋은 곳.

(원문)
Simple farm to table restaurant with interesting entrees, desserts and juice drinks. Nice place to take a break when shopping in that area.",2년 전,4
80,Natia Kvachantiradze,"(Google 번역 제공) 1시 30 분에 들어 와서 6 인 파티를 위해 내 이름을 적고 싶었습니다. 그들은 우리를 앉으려면 한 시간이 걸릴 것이라고 주장했고, 괜찮다고 말했습니다. 오후 3시 ... 2시 30 분까지 만들어도 주문할 수 있다고했는데, 그 사람이 내 이름을 듣지 않고 나를 쳐다 보았다. 나는 짜증이 나서“내가 요구하는 것은 당신이 내 이름을 가져 가면 우리가 그것을 만드는 것입니다. 전화를하지 않으면 왜이게 그렇게 어려운지”라고 말했고 그는“좋아요 이름이 뭐야? ”태도로 나는 방금 떠났다. 그들이 적응하는데 사소한 수고를 들이고 싶지 않은 것 같았고, 내가 외국인이기 때문에 아마 그들을 더 꺼리게 만들었을 수도 있고, 아니면 한국인이나 외국인에게 무차별 적으로 나쁘다고 말할 수는 없습니다.

(원문)
Went in at 1:30 wanted to put my name down for a 6 people party, they insisted it would take an hour to seat us, I said that was okay - still meeter wouldn’t take my name down saying they close the brunch at 3pm... i said even if we made it by 2:30 we could still order, and then the meeter just stared at me still not taking my name. I got irritated and said “all I’m asking is that you take my name and if we make it we make it, if not just don’t give the call why is this so difficult” and he was like “FINE what’s your name” with an attitude, so I just left. Seemed like they didn’t want to take the slightest trouble to accomodate and me being foreigner probably only made them all the more reluctant, or maybe they are indiscriminately bad to koreans or foreigners, cannot say.",2년 전,1
81,Crystal N,"(Google 번역 제공) 아직 나쁜 식사를하지 않았습니다. 그들의 모든 요리법은 훌륭하고 모든 것이 정말 신선합니다. 꽉 차면 소리가 크게 들릴 수 있습니다. 어쩌면 어쿠스틱입니까?

(원문)
Haven't had a bad meal here yet. All their recipes are great and everything is really fresh. Can get quite loud when full though...maybe the accoustics?",3년 전,4
82,橋本ハッチママ,"(Google 번역 제공) 센스있는 가게에서
멋진 웨이터 씨가 볼륨있는 디저트를 가져다줍니다 🎵
맛있고 감탄 해 버립니다 ✨

(원문)
センスの良い店内で
素敵なウエーターさんがボリュームのあるデザートを持ってきてくれます🎵
美味しくてうっとりしちゃいます✨",3년 전,5
83,Kevin Fardel,"(Google 번역 제공) 다가오는 동네에서 훌륭한 장소. 오믈렛은 맛있었습니다. 브런치를 추천합니다.

(원문)
Excellent place in an upcoming neighborhood. The omelet was delicious, I can highly recommend to brunch there",4년 전,5
84,Soo Yeon Kim,"(Google 번역 제공) 아늑한 n 좋은

(원문)
cozy n nice",1년 전,4
85,Mahealani Metua,"(Google 번역 제공) 좋은 음식은 아직 너무 비쌉니다.

(원문)
Nice food yet too expensive.",2년 전,3
86,채소마을,"(Google 번역 제공) 그렇게 ~~

(원문)
So so~~",11달 전,3
87,Ryan Andry Lin,"(Google 번역 제공) 신선하고 맛있어요!

(원문)
Fresh and delicious!",1년 전,4
88,Orion Ray-Jones,"(Google 번역 제공) 무례한

(원문)
Rude",2년 전,1
89,Vicrone G.H.,"(Google 번역 제공) 사랑스러운 장소 !

(원문)
Lovely Place !",2년 전,5
90,joo hyung “Jay” park,"(Google 번역 제공) 좋은

(원문)
good",4년 전,3
91,이노틀담,,2년 전,3
92,suji ahha,,2년 전,4
93,Sujin Park,,2년 전,4
94,신디,,11달 전,4
95,YongJoon Joe,,3년 전,5
96,Rachel Pudsey,,10달 전,5
97,최중혁,,3년 전,2
98,Sae Han Sol Kim,,10달 전,5
99,kim irwin,,2년 전,5
100,석진석,,3년 전,3
101,현정민,,2년 전,4
102,장안순,,2년 전,4
103,Eunsong Jhung,,2년 전,5
104,Don Shin,,1년 전,4
105,레오 K,,2년 전,4
106,이수현,,2년 전,3
107,루루루,,1년 전,4
108,Lia Choi,,2년 전,5
109,V S,,2년 전,4
110,Myung Sup Kim,,2년 전,3
111,Eunmi jang,,10달 전,4
112,Hongsuk Kye,,2년 전,4
113,Eun Jun,,3년 전,5
114,ShinjiSG87,,3년 전,4
115,Anna Have,,2년 전,5
116,SH J,,3년 전,4
117,iroo82,,2년 전,4
118,Chu Chu,,2년 전,2
119,Regina McCormack,,1년 전,5
120,wha YI,,1년 전,5
121,김지연,,2년 전,4
122,H C,,1년 전,4
123,S M,,2년 전,1
124,깅당당,,10달 전,3
125,Eunhee Kong,,1년 전,5
126,Ariadna Capdevila,,1년 전,5
127,sanghoon lee,,2년 전,3
128,Gaurav Anand,,3년 전,5
129,김현수,,2년 전,5
130,강철훈,,2년 전,4
131,Gabe Lim,,2년 전,4
132,Edison Riñen II,,1년 전,4
133,김호형,,3년 전,5
134,June R,,2년 전,4
135,soobum park,,1년 전,5
136,erang27,,3년 전,4
137,I Kir,,10달 전,1
138,홍대표,,1년 전,5
139,Aiden K Moon,,3년 전,5
140,YL,,2년 전,4
141,천지현,,1년 전,5
142,윤여준,,2년 전,5
143,꼬마니,,1년 전,5
144,ZIHYUNIE,,3년 전,5
145,싸쿡여신체리쌤,,1년 전,2
146,김주현,,2년 전,3
147,Toi et moi,,2년 전,3
148,West Go,,1년 전,4
149,한지영,,2년 전,5
150,irene jang,,4년 전,3
151,김재권,,1달 전,5
152,kay kim,,1년 전,5
153,Jaewoong Lee,,3년 전,5
154,Lee JH (wind),,1년 전,4
155,Minwoo Lee,,1년 전,3
156,deokil Noh,,3년 전,3
157,Melissa L.,,2년 전,5
158,Tyler Anderson,,3년 전,5
159,ke kim,,8달 전,5
