,ID,내용,날짜,별점
13,찰스스,"여친느님의 이끌림에 따라 방문했는데요
평소 아침에 시리얼 빵을 먹는걸 좋아하는지라
음식 나오자마자 그 퀄리이에 감동했습니다
특히 버터종류 선택하는거와 스크램블은 입에 넣자마자마치 여행을 가서 조식을 먹는 기분을 연상케 합니다
순간 신났었네요
근처에 브런치 할 일 있으면 추천드립니다~!!",1년 전,4
14,SUK YOUNG LEE,차갖고 가기 불편해요..턱에 차세우다가 휠 긁어먹음..ㅠㅠ,2달 전,3
15,짱 쎈오야붕님,비싸구영 비싼만큼 맛있지는 않아요 와플팬있으면 집에서 뚝딱 만들정도 ㅋㅋ...직원들이 좀 틱틱거리고 음식만들때 마스크도 턱에 걸치고 말해서 좀..비위생적인거같구 수저 떨어뜨린걸 그대로 주워서 담더라구용;;;;웁스에용,9달 전,1
16,먹방여신수민,"자이언트, 팬케잌, 스테이크 다 맛있다!!!
아침부터 달달함으로 충전하기 딱좋음!!",10달 전,5
17,Chris Silhwan Jin,맛이 나쁘지 않아요. 조리시간이 꽤 오래걸려서 별하나 깎습니다.,2년 전,3
18,Mile S,약간 불친절.  그래도 맛은 있다,3달 전,5
19,SOOYOUNG JEON,"테이블 정리한 손으로 계산하고 그 손으로 빨대 만지고, 음료주고.. 오랜만에 와서 위생에 놀라고 갑니다.",10달 전,1
20,송시은,음료수가 10800 원 실화? 흠...맛은 있음,5달 전,3
21,JAMES PARK,뭐하나 제대로 쿠킹된게 없다 어릴땐 괜찮게 먹었던 기억이 있어서 몇년만에 찾았는데 가격만 나가고 별로였다,6달 전,1
22,Giovanni Bosco Kim,양많고 맛 괘안고... 좀 비싼건 단점이네요,8달 전,4
23,True Wind,맛은 괜찬습니다. 프랜차이즈고 워낙 여러번 가본곳이라 맛은 비슷. 다만 직원들은 불친절 틱틱거리는듯요.,8달 전,2
24,정창호,아침 일찍부터 영업함.,3달 전,5
25,4 MUSIC STUDIO,"맛은 괜찮습니다. 국내에서 아메리칸 breakfast 를 막을수 있는 몇 안되는 식당인것 같아요. 팬케이크, 프렌치토스트, 다 괜찮은데... 비비큐 필리치즈스테이크 라는걸 시켰는데 그냥 bbq버그가 나와서 좀 실망... 필리치즈스테이크 라는 말을 빼야 할듯 합니다. 주차는 발레파킹 이 가능하고 2시간에 3,000원 입니다.",2년 전,4
26,하얀곰,분위기는 좀 어두침침한데 팬케잌은 맛있네. 가끔 또 가고 싶다.,1년 전,4
27,Mia san mia,사람이 많으나 회전율이 좋아 웨이팅은 없음. 발렛가능. 음식도 빨리 나오는 편.,3년 전,4
28,Blythe B,"가성비 떨어짐,  퀄은 괜찮음, 메뉴가 다 비쌈
오늘 종국이형도 옴,  그 다아는 김종국
형님이 그 시간에 와서 밥먹고가서 깜짝 놀랬음요
밥먹을때 다른사람들이 귀찮게 할까봐 시간대는 비밀
다음부터는 천천히 드시고 가시길...",9달 전,4
29,Ali Alzaabi,"버터 핑거 팬케이크는 LA의 The Griddle Cafe를 떠올리게합니다. 놀라운 아침 식사와 브런치 옵션을 제공합니다. 나는 그들의 정원 오믈렛과 그들의 빠른 바닐라 와플을 좋아했다

Butterfinger Pancakes reminds me of LA’s The Griddle Cafe. They serve amazing breakfast and brunch options. I loved their Garden Omelet, and their Quick Vanilla Waffle",1년 전,4
