,ID,내용,날짜,별점
10,Chris Silhwan Jin,"분위기 좋고, 커피도 맛이 훌륭합니다. 인테리어 독특해서 둘러보는 재미가 있어요.",7달 전,4
11,김재현,"포스코센터에 있다보니 내부의 인테리어가 스틸이다.
모두가 딱딱하고 차가운느낌의 철제 소재의 가구들이지만 그럼에도 예술적으로 잘 승화하여 현대적이고 도시적인 느낌이 좋은 카페이다.
워낙 넓어서 쾌적하게 시간을 보내면서 업무를 할수도 있고 여유를 즐길 수 있다.",1년 전,5
12,ss s,스틸로 된 계단 등 특별한 인테리어가 멋집니다,4주 전,4
13,전재필,언제나 믿음직한 수준의 커피를 맛볼수 있고 공간적인 경험도 할 수 있는 테라로사. 제철회사 건물에 철을 주로 사용해서 또 한 곳의 커피 문화 공유 기회를 제공합니다. 다만 아쉬운 점은 그 회사의 소장 도서가 모두 전시품이어서 실제로 읽을수 없다는 점과 카페 내부에 설치된 특이한 브리지가 관리자만 진입할수 있도록 막아 놓았다는 점은 많이 아쉽습니다.,2년 전,4
14,gogo go,오직 인테리어만 좋기 때문에 커피숍이 아니라 인테리어 샵이라고 불러야 맞을 것이다. 커피 맛은 매우 평범하거나 별로다. 스페셜티라고 커피 전문 숍이라고 말하는 건 양심이 없는 것이다. 오랜 훈련으로 단련된 바리스타가 내리는 커피라고 하는데 그렇지 않다. ceo가 커피를 전문적으로 파고들었다는데 고개가 갸웃거려진다. 디저트도 평범하다.,1년 전,2
15,이학철,"유명 프랜차이즈커피점, 넓고 쾌적한 공간으로 주민들에게 인기있는 업장",2달 전,5
16,채영환,넓직해서 좋습니다. 커피는 드립 주문이 많아 사람 많을시 주문하면 5분 이상은 기다려야해요. 맛은 짱짱. 포스코센터점이라 그런지 테이블이 전부 철제. 주차권 2시간 카운터에서 말하면 적용해줍니다. 케이크 맛집. 꼭 드세요.,1년 전,5
17,viatoribus ya,"비 내리는 일요일 오전에 갔습니다. 한적하고 여유로운 분위기를 누릴수 있었습니다.

멋진 예술분야 책들이 아주 많은 멋진 공간입니다. 1층 창가쪽 벽에 꽂혀 있는 책들은 진열용이라 열람이 안되지만, 직원들 커피 만드는 공간을 둘러싸고 있는 바에 꽂혀 있는 책들은 열람이 가능합니다.

2층은 보다 많은 좌석이 있습니다. 창가자리쪽에는 각 좌석마다 전기 콘센트가 마련되어 있고, 창밖으로 보이는 비에 젖은 녹빛 나무들을 보니 마음이 평안해 졌습니다. 창가 자리에 앉고 싶었지만, 혼자 책 읽으러 온 사람, 노트북으로 뭔가를 하는 사람, 가족끼리 공부하러 온 사람들이 이미 차지하고 있었습니다. 일요일 오전의 한적함과 평안함을 누리러 부지런히 나온 사람들이었습니다.

하우스주스 한잔과 꽂혀있는 책 한권을 보며 한 시간 정도 있다 나갔습니다. 만족스러운 공간과 시간이었습니다.

주문 받는 직원분이 조금만 따듯한 표정으로 응대해줬으면 완벽 했을것입니다.",9달 전,4
18,Karen Kim,펑일엔 좌석도 여유있고 조용합니다. 주말엔 어떨지 모르겠으나 접근성도 괜찮고 지하에 영풍문고랑 푸드코트가 있어서 약속잡기가 좋아요,1년 전,4
19,Seokjae Lee,넓고 주차 편리해서 자주 들리게 되는 곳. 큰 만큼 약간 시끄러운듯 하지만 생각보단 크게 거슬리지 않네요.,9달 전,5
20,서정훈,"도심에서는 품을 수 없는 풍부한 공간을 품은 테라로사 지점입니다. 포스코센터 1층 로비의 풍부한 공간을 지나서, 요새 한참 핫한 책을 이용한 인테리어 공간을 지나면 테라로사 서종점 같은 장중한 계간으로 1-2층이 연결되는 중심공간이 있습니다. 다른 지점들과 달리 장소작인 특성상 철이라는 소재가 많이 쓰였으며, 매끈하고 반짝이기보다는 약간은 거칠고 러스크한 마감들의 인테리어가 돋보였습니다. 다만 사람이 너무 많아서 소란스럽고 복잡한 관광지 같은 느낌이 드는 태생적인 아쉬움이 있습니다.",3년 전,4
21,hyelyeong Won,커피맛이 깔끔하다 워낙 산미를 싫어하는데 그다지 신맛도 강하지 않고 좋다 강남에서 이렇게 뻥뚫린공간 광장의 개념을 가진곳이 드문데 시원하게 넓다,10달 전,3
22,Jonghwan Moon,1-2층으로 나눠져 있어요. 2층은 공간이 넓고 채광이 좋네요. 1층은 책으로 인테리어를 이쁘게 해 놓았습니다. 분위기 좋은데 평일엔 많이 붐빌것 같은 느낌입니다. 커피 맛나고 감귤주스도 상콤하네요. 사진찍으러 한번은 올만 합니다.,1년 전,4
23,Seyoung Pi,"포스코 사옥의 컨셉에 맞는 철강 소재의 계단, 바닥, 벽면 데코레이션이 인상적. 앉을 자리가 매우 많고, 테이블 간 거리가 넓음.
라떼아트도 늘 예쁘고 정성스러운 느낌!
디저트 류도 모두 추천!",2년 전,5
24,Hyelim Chang,"공휴일 오전에 가서 한산해서 좋았어요. 테라로사 라떼류는 좀 싱거운 맛이지만 드립은 맛있습니다. 공간이 넓고 탁 트인 느낌이라 조용한 시간에 와서 책 보거나 노트북 하기 좋아요.

Very spacious with impressive design. You can choose your seat between different shapes and materials (of course not when it's busy). Laptop-friendly.",1년 전,4
25,곽지원,공간이 넓직한 북카페  느낌입니다. 테라로사답게 커피는 맛있습니다.  게이샤는 프리미엄급답게 호불호가 없을 안정적인 고급진 맛입니다. 겨울한정으로 나온 솔티...도 좋습니다. 겨울에 잘 어울리는 맛입니다. 포스코센터 1층 밖에는 트리 장식도 예쁘게 있으니 맛있는 커피 한잔과 예쁜 인증샷 남기기도 좋을듯 합니다,1년 전,5
26,김영이,너무 좋았어요 분위기도 좋고 넓고 다야하게 음료를 고를 수 있어요,1년 전,5
27,이우제,"아이러니하다 커피가 괜찮다... 오히려 강릉 안목해변보다 여기가 낫다 까놀라도 기본을 잘 지키고있다
아이러니하다 본점은 강릉 아닌가.",10달 전,5
28,MR Yang,강남 한복판에 이렇게 여유로운 공간이 있다니!!! 극장식 좌석도 있고 갤러리식 좌석도 있어 편한 자리 찾아서 실컷 쉬었다 갈 수 있음. 커피맛 좋다고 소문이 났는데 맛을 못 봐서 아쉽구요...,2년 전,4
29,2,"주차 : 편리 (건물내)
주말 주차 2시간 무료 (8:30 오픈)
평일 주차는 가격대별 차등 적용 (7:30 오픈)

커피 : 굳!! (다른 지점에 비해 더 맛남) 돈 안아까움.
주변에 같은 값이면 이곳에서 마실의향 충분!

공간 : 포스코와 커피가 만나니 이국적인 실내가
더 돋보임",2년 전,5
30,Seung myung LEE,공간넓고 좋아요. 반면 자리가 잘안나요~,1년 전,5
31,Changouk Lee,공간도 넓고 빵 종류도 맛있어서 좋습니다.,7달 전,5
32,SuIn Park,"굉장히 넓은 것 같으면서도 자리는 그렇게 많지 않은 카페. 1층은 서점식으로 인테리어되어있으며, 대부분 포장되어있어 실질적으로 읽을 수는 없다. 2층은 전체적으로 날씨 영향을 많이 받는 편인데 어둡고 차분한 분위기. 커피는 무난하고 커피이외의 음료 종류는 적은 편이다. 간단한 디저트들이 있어 커피와 함께 먹기 좋다.",1년 전,3
33,Cheulku Yoon,테라로사 특유의 디자인과 포스코센터의 느낌이 적절히 융합된 디자인이 인상적. 자리 간 넓이가 상당히 넓은 것은 큰 장점.,2년 전,5
34,최재석,주차편하고 원두포장했더니 드립커피한잔주네요  친절함 추가,4달 전,5
35,송민근,예쁜 듯 아쉬운듯 한 카페. 한 번쯤 와보기에 나쁘지 않음. 2층의 낮은 층고는 아쉬운 점. 커피는 아주 특이한지 모르겠지만 맛은 있음,7달 전,4
36,여성윤경희,핸드드립 커피 맛이 좀 싱겁지만 일반커피랑은 좀 다르고 장소 넓어서 자리 항상 있고 볼 만한 책이 많아서 좋고 주말에는 2시간 무료주차.,1년 전,5
37,APC 전문가-김종억,"포스코 건물안의 테라로사
맛남 커피와 책과 분위기와 많은 손님들
은치가 넘치네요 좋아요
그리고 입구에 이쁜 수족관도 최고예용
주차는 2시간 무료~☆☆☆☆☆",1년 전,5
38,김영호,여기는 업무차 자주 오네요. 넓고 쾌적해서 여유있게 차한잔 할수 있네요,6달 전,5
39,HJ RYU,"멋진 곳
강릉보다 나아보임
도심속 힐링공간",11달 전,5
