,ID,내용,날짜,별점
37,seung-youn Hong,"우연희 들어간 곳이 일반 이디야와는 완전 다른 스타벅스 리져브 같은 분위기. 일반 이디야 상품권은 사용할 수 없고, 인테리어나 커피 맛이나..환상입니다.
커피를 접한 남편이 테라로사만큼 좋다네여",1년 전,5
38,Judexae Aurigo,이디야에서 이렇게도 할수있구나...를 알수있는 스페셜티 커피 전문점 겸 베이커리. 수준급의 싱글오리진 원두들이 인상적.,1달 전,4
39,Haejin cho,"저처럼 커피를 잘 모르는 사람에게는 그냥 너무 고급진 분위기를 내려고한 커피숍으로 보였네요ㅜㅜ 무슨 백화점처럼 문도 다 열어주시고 직원분들도 아주 친절하세요! 개인적으로 그런 분위기를 좋아하지는 않기는 합니다;
원두와 커피맛이 정말 좋다는데, 저는 그런 걸 잘 몰라서... 다만 공간이 굉장히 넓고 화장실 안까지 잘 관리되는 느낌이라 좋았습니다!
발레파킹을 해주셔서 주차걱정은 없었고, 2시간 기본에 3천원입니다. 3시간부터는 3만원 이상의 영수증 보여주면 할인 된다고 하네요!
어쨌든 이디야가 이런 시도를 한다는 게 멋있어요!",1년 전,3
40,DAE,일반 매장에서 맛볼 수 없는 커피의 맛,1달 전,5
41,Junni,신선한 샐러드 랑 스프먹으면서 공부하기최고~,2달 전,5
42,p Csm,"넓고 새로운공간
베이커리류가 많고 커피가격은  일반이디야의2배정도",3달 전,3
43,K Webfest,EDIYA COFFEE LAB 본점입니다. 분위기 정말 좋아요.,6달 전,5
44,huijeong choi,"이디야랩 너무 좋다 ㅠㅡㅠ
공간도 넓고! 빵도 가격이 착하고 맛있음!
크으~~~~~>.<
주말 보내기 딱 좋은 카페!!!
약간 여기 올때마다 비가 자주 내렸던거 같은데.
화창한날 오고싶네~~~! ㅋㅋㅋ
날씨가 도와줘 ㅋㅋㅋ",10달 전,5
45,JinSik Shim,"커피는 기본적으로 맛있고
함께 판매되는 빵이 정말 맛있어요.
빵의 가격이 적절하고 맛이 좋습니다.

인테리어가 잘 되어 있어 분위기가 좋아 오래 미팅이나 혼자 일하거나 책을 읽기 매우 좋습니다.

주차가 저렴해
역삼, 학동권에 차를 가지고 나갔을 때
머물기 좋은 곳입니다.

일하시는 스탭분들이
모두 친절합니다.
보통 바쁜 커피점은 직원들의 피로도가 높아
자의든 타의든 그 피로도가 전달되거나
불쾌한 서비스로 이어지기 쉬운데
모든 스탭들이
상냥해서 너무 좋습니다.

그렇다고 과한 친절로 어색하게 만들지도 않습니다.",2년 전,5
46,김현진,"기존의 이디야의 이미지와 다른 고퀄리티의 커피와 베이커리 메뉴를 제공한다. 이디야의 가성비 이미지를 탈피하려는 듯한 높은 가격과 높은 퀄리티의 음료가 인상적이다.
이 매장의 가장 큰 장점은 브루잉 커피의 퀄리티가 좋다는 점이다. 브루잉 바에서는 프레그런스부터 경험하면서 브루잉 과정을 직접 볼수 있도록 되어있다. 스페셜티 커피의 커핑 카드도 제공되는 등 좋은 점이 많이 있다.
다만, 일반 블랜딩 커피는 맛있다고 하기 어렵다. 특히 밀크 베리에이션은 가격대비 너무 아쉬운 맛이다. 온도는 낮은 온도지만 맛은 밍밍하고 아쉽다.
이디야랩에서 집중하고 있는 컨텐츠가 무엇인지 알수 있는 부분이었다.",2년 전,4
47,박서연,"고급 매장이라고 해서 가격이 다른 지점보다 두배 비쌈.
메뉴는 1/4 밖에 없음.
커피 맛은 떨어짐.
주차장이 넓지만 무조건 발렛비 청구함.
호기심에 한 번 가볼 정도.",7달 전,2
48,셀린,"커피 종류가 다양하게 있더군요. 커피를 좋아하는편은 아니라 잘 모르지만 괜찮았어요. 다양한 디저트는 가격도 괜찮고 맛있었습니다.

그런데 주문을 받으시던 남자직원분이 굉장히!!! 불친절했습니다ㅠㅠ 하프디카페인의 유무와 어떤 원두가 쓴 맛이 적은지 물어보니 한숨과 함께 답하는 모습에 기분이 상했습니다.. 무시하는 말투...? 주문하는 사람 저밖에 없었는데 답해주는게 귀찮았던건가...
그 외엔 카페 분위기도 괜찮고 깔끔했습니다!",2년 전,3
49,Steven Won,이디야의 HQ 격인 장소. 실제로 이디야의 본점이다. 다른 지점과 다른 퀄러티의 커피와 다양한 공간. 오직 커피만을 위한 인테리어. 멋진 공간. 커피를 좋아하는 이하면 한번쯤 가볼 곳. 게다가 주차까지 가능,1년 전,5
50,TY,"여기 분위기 상당히 맘에 듭니다.
편하게 주차 가능하고 친절한 직원이 무겁고 큰 문을 항상 열어주고요.
내부는 2층으로 되었는데 규모가 매우 크고 괜찮은 조명과 적당한 조도, 의자도 무척 편했습니다.
보통ㅇ의 이디야와 다른 커피를 판매하고 가격도 두 배 이상으로 비싸지만 커피 맛은 그냥 그랬습니다.
하지만 내부 모든 시설이 편해 근래 방문한 서울, 경기권 카페중 가장 좋았습니다.",1년 전,5
51,HODU K,이디야가 이런 곳이었나? 싶을 정도로 너무 멋진 건물. 건물부터 너무 멋있고 발렛파킹 서비스도 좋아요. 베이커리류 정말 다양하고 게이샤 커피 먹는데 맛있더라구요.그리고 바리스타님이 커피 만들면서 설명해주시는 것조차도 너무 재미있고 좋았어요,2년 전,5
52,불꽃의초롱이,"강남 압구정에 위치한 이디야 커피랩입니다
강남 옥타곤 클럽 건너편에 위치해있습니다
이디야 본점인만큼 이디야 중 최고를 자랑합니다
우선 매장 크기가 어마어마 합니다
건물전부가 이디야입니다
주차는 심지어 발렛파킹입니다
1층 정문 입구는 자동문이아니라 직원분이 직접 열고 닫아줍니다
커피숍 매장은 1, 2층이지만 최대 규모를 자랑합니다
기존의 간결한 인테리어의 이디야가 아니라 럭셔리 버젼의 이디야입니다
2층 한곳에는 작은 공연장이 있어서 간단한 음악 공연도 진행을 합니다
매장에 있는 베이커리가 일품입니다
국내에서는 맛보기 힘들정도의 맛을 자랑합니다
기존 이디야랑 완전 차별화 되어있어서 가격또한 다릅니다
아메리카노 한잔이 엠사이즈 5,000원 라지사이즈 6,000원이였습니다
강남쪽을 방문하신다면 일부러라도 방문하길 권합니다
너무나 멋진 이디야였습니다",1년 전,5
53,김지혜,이디아 본사 건물이라 그런지 고급 커피 맛도  볼수있고 분위기도 친절도도  굿입니다 2층까지 잘꾸며져있어 분위기 짱이며..편하게 얘기 나눌수있는공간들이 맘에들어요,1년 전,5
54,jinsoo lee,주차편하고 공간 넓고 강남 최고의 커피공간,1달 전,5
55,AJ's studio,"이디야 커피랩은 멋진 공간에서 맛있는 커피를 즐길 수 있는 장소. 커피 추출도구와 로스팅빈 등 관련도구를 구경, 구매할 수 있고 베이커리전문점 못지않은 다양한 빵과 케익, 샌드위치 등을 구비하고 있어 커피와 함께 주전부리하기도 좋다. 규모가 큰 공간으로 1~2층 모두를 쓰고 있는데 용도에 맞는 테이블의 크기와 의자가 각양각색이라 카페 방문 목적이 다른 고객들 모두를 만족시킬 수 있을듯. 화장실도 넓직하고 위생관리가 잘되어 있다. 커피는 꽤 괜찮은 편이고 창이 없이 약간의 어두운 조명을 써서 조금은 어둡지만 분위기가 좋다. 주차는 발렛이며 차는 지상과 지하에 대기시켜 놓는다. 지상은 마치 슈퍼카 전시장을 방불케하는듯. 차에서 내리면 발렛티켓을 받아 도어맨이 열어주는 커다란 문을 통과해 들어가면 된다. 정신건강을 위하여 사람 천지인 주말은 되도록 피하자😭",1년 전,4
56,Jeonghoon Yang,기존의 이디야와 거의 별개의 카페. 고급스러운 분위기. 심지어 문 열어주시는 분도 계심. 엄청 넓은 매장에 많은 로스팅 커피와 베이커리가 있었음. 편히 오래 얘기하기 좋았음.,2년 전,4
57,yeseul Yu,"평범한 이디야와는 완전 다른, 고급진 분위기와 다양한 메뉴들!!❣❣ 그런데 좋은만큼 사람이 많아서 음료를 시키려면 여유를 갖고 가야해요😭😭 저는 테이크아웃 해서 금방 먹으려고 했다가 오래 걸린다길래 먹지는 못하고 나왔어요😭😭",2년 전,4
58,강인철 (SoulbomB),"2020년 새해 첫 커피를 마신 곳이 됨.
인테리어 때문에도 알고는 있었지만 막상 가본 건 처음인데 디게 잘 해놨네.
에스프레소가 생각보다 산도가 있어서 내 입엔 좀 안 맞았지만 와이프가 시킨 플랫화이트 정말 좋았음.",1년 전,5
59,조선영,넓고 깔끔해서 좋아요,1달 전,5
60,유리커피랩 (유리 커피랩),공간.디자인. 운영 . 친절 . 커피뿐아니라 베이커리와 각종 굿즈 까지.. 나무랄데가 없었지만 조금 가격이 있는편..,6달 전,4
61,송윤석,"맛나게 잘 먹었습니다

2시간 무료주차인데 30분 초과했더니 5,000원 달라고 하네요

암튼

넓어서 좋네요

불편한 의자는 당연한 거겠죠?

빵도 파는데 포장 해 왔네요

맛이 있을지?",2년 전,5
62,TOMMY HAN,2층 규모로 어마어마하게 크네요. 자리가 많아서 편한 소파에서 여유있게 있다 가기 좋아요. 발레주차도 해줍니다. 커피맛도 좋고 빵도 갖춰져서 디저트카페로 충분하네요.,1년 전,5
63,김동규,너무 분위기 좋고 맛있어요,1달 전,5
64,구치욱,"오랜만에 느껴 본 제대로 된 빵 맛...
사진엔 없지만 샌드위치도 굿...
가격이 조금 비싸다고 생각될 수 있으나
맛에서 느껴지는 고급스러운 맛은 다시 찾아가게 만들 것 같습니다",9달 전,5
65,Sung-kuk Jo,"넓고 쾌적한 커피문화의 경험

가성비 좋은 이디야커피 최고의 매장",3달 전,4
66,KEVIN Park,"이디야의 고급스러움을 느낄 수 있는 곳입니다. 아주 넓고 커피종류도 많습니다. 개인적으로 이디야 커피가 부드럽고 쓴맛도 없고 가장 맛있는 것 같은데,이 곳에 오면 다양한 종류의 커피를 골라서 구매를 하면 즉석에서 바리스타가 내려주는 커피의 맛을 느낄 수 있습니다.그리고 다양한 종류의 빵도 팔고 있어서 같이 먹기 좋습니다. 커피를 좋아한다면 방문 추천드립니다",1년 전,5
67,알돌,커피와 샌드위치가 너무 좋은 집. 오전에 가면 세트 메뉴로 좀 더 저렴하게 먹을 수 있어서 더 좋다.,6달 전,5
68,이승훈,정말 넓고 로스터리 컨셉으로 커피 전문적인 분위기가 좋네요 베이커리도 다양하고요,1년 전,4
69,박혜성,"핸드드립커피를 판매하는 베이커리 카페
넓은 실내  샌드위치와 케익 디저트를 판매
부정기적인 실내공연도 있음 화장실 관리 잘됨
발렛서비스 비용 3000원",1달 전,5
70,교회언니,"EDIYA coffee LAB..(박수)어쩌다 오게된 이곳..예전에 왔었는데 너무 놀랍다.
다시 오게될 줄이야;;;
조용하고 깔끔하다. 세련됬다...
조금은..보고싶고 생각났다.ㅎㅎ",1년 전,5
71,가이안,"이디야 고급 브랜드 카피숍. 넓고 분위기도 괜찮고, 빵이랑 음료도 모두 맛있다. 가격대가 좀 있긴 하지만 강남이니까 뭐. 빵 종류에 비해 음료 메뉴가 적은게 흠이라면 흠이랄까?",1년 전,4
72,찰스,"이디야의 저렴한 브랜드이미지를 탈피한 브랜드이미지를 한층 올려주는 이디야 안테나매장
고가정책으로 커피의 맛과 맛있는 디저트, 매장내 인테리어 굿굿",6달 전,5
73,HYUNJIN YOO,조용하고 분위기 좋은 카페,1달 전,5
74,Juy,"구경거리 많은 곳.
기대이상으로 맛있는 베이커리.
무료 드립커피 시음.",1년 전,5
75,BongKyu Lee,이디야 이미지가 확 바뀝니다. 발렛파킹 서비스 좋아요,3달 전,5
76,김은재,어마어마하게 큰 이디아 카페 맛있는 빵들과 차를 마시는것은 기본 구경거리가 넘 많은곳,1년 전,4
77,hyerim yum,"우선 매장 규모가 많이 커요
분위기도 좋고 혼자 가서 차와 디저트를 즐기기도 좋고 단체석이 많아 여러명이 가기에도 좋아요
음료는 일반 이디야 매장의 두배정도 되는 금액이고 빵은 저렴하고 맛있어요 ^^",3년 전,5
78,이영균,시설이 깔끔하고 넓고 빵이 많이 맛있는데 비싸서 안먹고 싶은데 자꾸 한번씩 맛보고 싶어진에ㅛ,5달 전,5
79,JD JANG,한번도 실망 시킨적이 없는 이디아랩,6달 전,5
80,juckwoo (람군),베이커리 종류도 많고 커피도 맛있습니다. 발렛파킹 덕분에 편하게 방문할 수 있었고(3천원) 좌석도 넉넉한 편이었네요. 기분탓인지 전에 방문할때보다 테이블이 빡빡한 것 같은 느낌도 있었지만 전반적으로 만족합니다.,1년 전,4
81,코알라서울,이디야 커피집은 조금 작고...별다방 옆에 위치한다는 생각이었는데 ...기존 생각을 뒤집는 거대한 규모와 맛난 빵....최고입니다...다만 주차가 발렛이라 발렛비용 3천원 감안하세요,2년 전,5
82,YongChang Lee,"2층으로 탁트인 넓은 공간에 앤틱한 가구와 소품으로 내부를 디자인하여 편안하고 커피도 맛있고 다양하고 맛있는 빵과 샌드위치도 있어서 브런치를 하기에 좋습니다
발렛주차도 해주시구요 물론 주차비는 3천원정도 낸둣 합니다
시내라서 접근성 좋고 분위기와 맛이 좋아요
테라로사를 따라했는데 뛰어 넘지는 못하였네요
빵은 테라로사보다 달콤하고 다양합니다 테라로사가 더 건강한 맛은 있구요
가볼만 합니다 추천합니다^^",2년 전,4
83,이루,"커피 먹을때 마다 맛있고
베이커리도 맛있었다.
드립커피가 많이 맛있어서 추천함.

분위기도 좋은 편이고 방문 할때 마다
금요일 저녁이라 사람이 많아서 북적거림.",2년 전,5
84,양유진,"언주역 근처에 있고,
발렛도 있는데 국산차는 주차빌딩에 넣어버리고
외제차만 밖에 주차해둬요 ㅋㅋㅋㅋ

빵만 사서 나왔는데 캐셔분이 팁으로...
테이크아웃만 했다고 하면 발렛비 안 내도 될거라고 하셔서
그렇게 말했더니 담부턴 미리 말해달라고? 하긴 했지만
여튼 발렛비는 안 냈습니다 ㅋㅋㅋ

빵 종류 진짜 많고~
수요일 낮에 가서 그런지 라이브 연주도 하더라구요!

이디야커피랩 만든거 되게 좋은 전략인 것 같아요 ㅋㅋㅋ
다음엔 가서 커피도 먹어봐야겠어요~
공간도 넓고 괜찮았어요!!!!!",1년 전,4
85,Lucio Park,본진이라 커피가 좋다,1달 전,5
86,y,이른시간에도 청결하고 좋았어요,3달 전,5
87,Ryon Yoon,"갈 때마다 정말 괜찮은 고객경험을 하고 옵니다.

우선 입구부터 문을 열어준다는👀

드립커피를 드시면 추출과정을 볼 수 있는데 과정에서 이런저런 설명을 해주는게 인상깊었네요.

평일 점심에 가는 편이라 사람이 없었지만 주말은 매우 붐빈다고 하니 참고하시면 좋을 것 같습니다.",2년 전,5
88,문태준,보통의 이디야커피숍이 아닌 고급으로 지어논곳입니다. 분위기좋고 인테리어좋고 모두 좋네요. 주차공간도 넓습니다.실내도 굉장히큰편인데 주말엔 자리가 많이 없을거같습니다. 평일저녁에도 거의 가득차보입니다. 추천합니다,2년 전,5
89,박진욱,"가격 대비 우수한 까페. 강남,논현 일대 까페중 가장 추천하는 곳 중 하나",6달 전,5
90,진돌,"아침 브런치 세일로 2,000~3,000원 가량 할인된 가격으로 샌드위치와 아메리카노를 즐길 수 있어서 좋고 선착순으로 오픈 시부터 음료, 베이커리 주문 시 파이 하나를 추가로 제공해주시네요!",1년 전,5
91,Roxie Kang,"이디야의 역사가 담겨있는 자존심!! 이디야 커피랩

위치가 위치인만큼 연예인도 자주 온다고 한다. (처음 간 날 고경표봄) 앞 주차장에는 외제차가 즐비하다

9호선 타고가면 접근성도 좋고, 차타면 앞에 발렛파킹 가능!

일반 이디야랑 달리 굉장히 넓고, 에어콘 빵빵하고, 빵 및 커피 종류가 다양하다. 바리스타들도 많고.. 근데 서비스는 불친절함.
아 그리고 주변에 밥먹을 만한데가 없어서 애매함.

팁을 드리자면
✔️아침에 선착순 30명에게 무료로 빵을 준다.
✔️커피 원두 종류많아서 고를 수 있다
✔️샌드위치 종류도 다양한데 왠만해서 다 맛있음.
✔️에어콘이 너무 빵빵하니 걸칠 옷 챙겨갈 것.
✔️이디야 굿즈도 다양하게 판다. 구경하는 재미가 있다.

첨부한 사진은 무료빵사진입니다. 1인당 하나씩 지급 ㅎㅎ
뒤에 상자는 구매한 샌드위치랍니다.",9달 전,5
92,박현윤,넓고 깔끔하고 좋았어요. 기존에 이디야에사 판매하는 음료는 없고 바리스타들이 만드는 커피와 음료로 퀄리티. 맛이 너무 좋았어요 !  크렘브륄뤠라떼는 아이스로 먹었는데 진동벨이 울려서 받으러가니 윗면를 토치로 구워주더라구요. 윗면만 딱딱해지고 달달한 사탕처럼 되요 ♡ 커피좋아하시는 분들은 방문해보시면 좋을것 같아요 ~ 커피를 연구하는 이디야 커피랩 !,1년 전,5
93,엉뚱남매tv,커피를 즐기기에 최적의 장소입니다,1년 전,5
94,Eun-jung Jang,다양한 커피와 베이커리들을 만날 수 있는 곳,5달 전,5
95,Julio CHO,"커피를 마시고 가서. 커피를 마셔 보지 않아 모르겠으나, 시음하는 곳에서 마셔봄. 카페로는 괜찮은 듯. 스위스제의 브렌딩 기계는 좋아 보임. 화장실도 괜찮고... 무난. 브라질, 케냐 시음만 했는데 뭐 200g  에 98000인 원두도 있더만 ㅋ. 에티오피아 예가체프와 동일했다. 아니 정확히는 블루보털에서 마시고 갔기에... 정말 놀랐음. 피플 러브라해서 자세히 보니 영어로 조합된 반쪽 얼굴..",1년 전,3
96,문보영,"커피 주문 잘못나오고, 주차하기가 발렛임에도 불구하고 좀 힘든 것 치면 괜찮은 거 같네요. 주말 어중간한 밤에 갔는데도 사람이 어마 어마하게 많았어요. 다음에 가면 여기 시그니처 커피도 함 마셔보고 싶습니다.",2년 전,4
97,Saejun Ahn,"카페에 하루종일 죽치고 앉아서 독서를 하거나 이런저런 작업을 하고 싶을 때면 1순위로 찾는 공간. 일단 공간 매장 자체가 굉장히 넒기도 하고, 웬만하면 언제나 앉을 수 있는 자리가 있다. 테이블도 굉장히 넓은 간격을 두고 비치되어 있기 때문에 답답함도 없고 좋다.

무엇보다 새벽 2시까지 매장이 오픈한다는 것도 장점. 저녁 때 가도 건물 앞 주차장이 자동차로 꽉 차있다.

커피도 기존 이디야커피 프랜차이즈가 비교하면 훨씬 맛있고, 원두나 메뉴 선택지도 훨씬 다양한 편. 다양한 베이커리와 디저트 종류를 포함해, 식사 대용으로 먹을만한 샌드위치류도 많이 구비되어 있다.",1년 전,4
98,한국타마,일반 이디야와는 차원이 다르지... 스벅 > 스벅리저브 이거보다 갭차이가 너무 커서.. 비교가 안됨.. 안가봤으면 한번쯤 가보는거도 좋지.. 베이커리 수준급이고 커피도 꽤 괜찮음... 발레 해주고 입구에서 문 열어주는 이디야 안가봤으면 이번기회에 함 가봐...ㅎㅎ,10달 전,4
99,이웅환,"저가 커피 브랜드의 반전매력
고급스럽고 다양하고 넓고 친절함",2년 전,5
100,천송이,"이디야 커피 맛을 제대로 느끼려면 여기를 가야할듯~
커피 맛나요~
이디야 커피는 맛이 없어서 안먹는데
여기는 맛있네요~
가격 차이가 2배정도 나긴하는데..
맛은 있어요~",7달 전,3
101,육감적모모,이디야 본사 체인점하고는 천지차이 확실히 고급진 분위기 맛있는 커피와 빵 편안한좌석 한번오고나면 자주오고 싶어지는곳,7달 전,4
102,김상범,넓고 쾌적한분위기 좋아요,1달 전,5
