,ID,내용,날짜,별점
32,김요호홋,집에서도 만들 수 있는 음식...가격이 읭?스러움,1년 전,1
33,이용선,"맛이가ᆢ아쉽, 근데 커피는 구수해요",9달 전,3
34,sang guen kim,그냥 그레요 특별한맛은없어요,10달 전,3
35,sunil c2,즐거운 요리 감자는 조금 더 익혀주시면 굿 ~,2년 전,3
36,Paul Kim,옛날 같지 않네요. 해쉬브라운도 매쉬드 포테이토로 바뀌고. 소세지도 넘 드라이 하고.,10달 전,3
37,IN SUB JUNG,팬케이크 전문점다운 다양한 음식과 브러치를 즐기기 좋은 분위기,1년 전,4
38,방은비,"감자 왜  메시드랑 토막낸거밖에없냐고요..
해시브라운이랑 통으로튀긴거 왜없냐고요
그리고 햄버거너무맛없어요 차돌박이햄버건지뭔지
고기진짜질겨요 호.
직접시식좀 해보시길..",1년 전,4
39,홍원기,사람들이 줄 서는데는 이유가 있음 :),1년 전,4
40,Jayo Cha,음식의 질에 비해 음식값이 매우 비싼편입니다. 팬케이크나 프렌치토스트 2장에 이 값은 비싸지요. 커피 맛도 별로입니다. 주방에서 음식 조리 시에 나오는 연기가 매장 안에 진동을 합니다. 환기가 잘 안 됩니다. 발렛비는 3천원이네요.,1년 전,2
41,경주최씨,정말좋아 여기 정말좋아 생각보다 사람도 북적이지않고 좋았네요! 직원들도 친절하구요! 그래도 여기서 적당히 드시고 맞은편 타이거슈가 가서 밀크티 후식으로 드세요.,1년 전,5
42,Dowoo Ku,"다양한 펜케익과 sidedish를 즐길 수 있어 좋아요..또한 아침 일찍 개점을 해서 더욱 좋다.
미국식의 펜케익을 먹고 싶다면 여기서 향수를 느낄 수 있다..",1년 전,5
43,Bumjean Sohn,가끔 아이들이랑 미국식 조식 생각날 때 들르는 곳. 음식 생각하고 미국 가격 생각하면 참 제 정신에 들르게 힘듬. 양도 예전보다 많이 줄어든 듯 함.,1년 전,3
44,su jin kim,기름진거 땡길때 와요! 맥앤치즈에 들어간 마카로니가 좀 흐물흐물 했는데 다음번에는 덜 삶아달라고 할까봐요ㅎㅎㅎㅎ,2년 전,5
45,Sunjong Lee,"간단한 미국식으로 먹기괜찮음.음료가 12,000원,커피6.600원으로 비싸서 음식값=음료값 /맛과 분위기 가격을 생각할때 재방문은 안할듯하네요",1년 전,3
46,Yunju Lee,"팬케이크와 프렌치 토스트가 맛있어요
망고 베리 스무디에서 독특한 맛이 나고 좋았어요
같이 나오는 소세지와 햄도 맛있고 좋았어요
다만 조명이 어둡고 좀 시끄러워서 소리가 잘 안 들려요",1년 전,4
47,키라KIRA,"비싸긴한데 진짜 맛있어용ㅋㅋ
발렛도되궁ㅎ",3년 전,5
48,최재희,"아침7시부터 새벽2시까지. 브런치 시간은 대기 엄청 나지만. 맛집중 맛집.
하지만 비추메뉴는 개인적으로 맥엔치즈랑 루이지아나 검보. 짜기만 하고 실제적인 맛이 안나 비추 합니다.
전 그냔 스플릿 디씨졈 플레이트랑 왕새우들어간 샐러드 강추.",2년 전,4
49,sang hyun kim kim,맛있어요,1달 전,5
50,EUNJI JEON,야밤에 즐기는 브런치 🙆🏻‍♀️❤️,2년 전,4
51,정하윤,다 맜있어서 좋았어요!특히 프렌치토스트가 너무 맜있더라고요. 적극 추천드립니다!,1년 전,4
52,JI HYEON YUN,달달달달달한 와플과 달달달한 음료수!!!!!!!!!!!! 가격이 비싼거빼곤 달달최고,3년 전,4
53,엘리,양많고 맛있어요~,2년 전,5
54,nanjoo K,강남역 다른 지점 가본 좋았던 기억으로 갔는데  맛. 청결도. 분위기 영 별로였어요 주인없고 알바만으로 움직이는...다만 위치땜에 인기있는??,2년 전,2
55,Andrew LEE,브런치 식당의 대명사로 꼽힌곳이지만 사장바뀌고 나서 음식맛은 점점 떨어지고 직원들도 불친절.,1년 전,1
56,정재용,맛은 여전히 좋아요. 서비스는 여전히 느리고... 서브하는 웨이터 수가 더 줄어든것 같아요. 최저인금 여파인가요?,2년 전,4
57,HYEJIN KWON,미국스타일 올데이브런치. 맛있어요. 어줍잖은 브런치까페의 비싸고 맛은 그저그런곳보다는 아는맛이 무섭다잖아요.ㅎ안전한 맛.,2년 전,4
58,zhonghao R,"맛-4(팬케이크,감자구이튀김등 맛있음, 오렌지에이드 높은 점수 부여)
직원-3(친절하기는 하지만 바빠서 놓치는부분 간혹)
금액-3(정성스럽고맛스러운음식대)
주차-3(대리주차)
화장실 - 3(여남분리, 깨끗은 하나 관리 필요)",2년 전,4
59,김병모,맛나요,3달 전,4
60,Jack Lee,"아직도 한번씩 로컬의 브런치가
그리우면 생각나는곳, 너무 오래되어
낡음이 너무 티나고 서비스는 크게
기대할수 없지만 늦은시간에 가도
항상 열려 있는(24시까지 가능)
팬케이크 매장 발렛도 가능합니다.",2년 전,3
61,김정,사람이 너무 많이만 그래도,2년 전,4
62,나랑,칼로리 폭탄 땡길 때 만족. 가성비는 별루지만,1년 전,4
63,송진우,브런치모임하기 좋은곳!!,1년 전,5
64,Yoon Moon,"저 교포미국인입니다. 그 미국 맛 조금 나긴해요. 맛은 나쁘지않지만, 가격은 너무 비싸요. 혼자나 친구들이랑 즐기기에 부담 스럽지만, 데이트 하기에 괜찮아요.",2년 전,4
65,김혜원,리얼 미국식당같은 분위기와 음식을 먹을수있다. 그런데 그뿐인듯...맛도 그저그렇고 식당 청결도도 그저 그렇다,2년 전,3
66,Taiyoung An,팬케익과 와퍼세트는 괜찮지만 전체적으로 가성비는 떨어집니다. 비쌉니다,2년 전,3
67,Minji Son (DOO),가끔 건강이란걸 저멀리 밀어두고... 맛있고 기름지고 푸짐한 뭔가로 위를 가득채우면 행복한 기분이 될 것이라는 믿음이 생길 때가 있죠. 그 믿음이 이루어지는 곳입니다.,8년 전,3
68,34 12,비주얼은 깡패. 뭐든지 잘먹는 내 입맛기준도 낮은편. 근데 맛없었음.,2년 전,2
69,SangHoon Moon,"분당 정자점.
일단 매장이 추움. 실내온도가 관리가 안되어 있음. 대부분의 성인은 모두 겉옷을 입고 식사하고 있음.
음식이 금방 식을 수 있다는 건 생각도 안하는 모양.

둘째. 점원이 메뉴에 대해 전혀 숙지가 안되어 있음.
음료를 물어보는데 시럽이 들어가는지 마는지 설탕이 들어가는지 모름. 문제는. 모를 수 있는데 그럼 물어보고 오겠다고 해야 되는데 자리에서 얼버무리며 버팀. 물어보고 와달라고 해야 물어보고 옴.

음식은 프랜차이즈다 보니 평균수준이나 햄버거 패티는 솔직히 쓴 맛이 더 강했음. 베이컨도 고기 맛은 거의 안났고.

가격 대비 경험은 최악 수준.",3년 전,1
70,dong jun Lee,정통 미국스타일 음식으로는 강추.,1년 전,4
71,이병준,"너무 맛있어요~
다들 아시겠지만 전형적인 미국식 식사입니다",2년 전,4
72,alice park,팬케이크와  소세지가 맛있음   별거 아닌것 같지만  별맛임    스무디는 비싸지만  맛있음    메뉴 두개 시키고  스무디랑  커피 시켰는데  6만원  나옴,1년 전,4
73,나길웅,생각보다 건강한맛 American Style Restaurant,2년 전,5
74,h JEON,"브러치로 가끔  이용, 브렉퍼스트 양이 많은편,
주방이 오픈되어있어 먹고나오면 옷에 튀김냄새가 하루종일 옷에 배있음",1년 전,3
75,Jun Junbuggy,어메리칸 스타일 팬케이크 디쉬를 즐기기 좋은 장소,2년 전,5
76,황빛나,철저하게 본인 입맛. 맛있는 펜케익.,2년 전,4
77,구덕길,맛있는 브런치를 먹고싶다면 강추,1년 전,5
78,H S,발렛파킹 3000원~ 타이거쉬림프 샐러드 맛있네여,2년 전,4
79,김필승,"맛있음
스페셜토스트 셋을 추천드림",2년 전,5
