,ID,내용,날짜,별점
13,Jieun Bak,미리 예약하면 에프터눈 티세트를 맛볼수있다. 홍차는 제대로된편. 샌드위치와 스콘은 맛있으나 다른 디저트들은 너무 많이 달았다... 야외석이 예쁘다.,8달 전,4
14,claire jeong,"디저트는 최고
차에 뜨거운 물 리필이 안되고 잎에서 계속 차가 우러나오는점이 아쉬움
바깥에 모기가 너무 많아서 헌혈하고 나옴..
밖에는 모기향좀 피워야 할 것 같아요",6달 전,3
15,Soongil Park,예쁘고 분위기있고 디저트도 아주맛있다. 홍차 가장 비싼걸 먹었었는데 잘모르는 내가 마셔도 향도 너무좋고 훌륭했다. 여자사람과 같이가면 누구든 좋아할거같다 같이간 사람도 좋단다. 하지만.. 분위기 자체가 여유롭게 즐길만한 분위기는 아니다. 예약은 늘 꽉차있어 사람은 항상 많고 테이블 사이의 거리도 너무 붙어있어 둘만의 이야기는 먹고 스타벅스가서 따로 얘기해야할 정도. 5만원이나 주고 먹는 디저트카페지만 내부 인테리어는 잘꾸민 빽다방수준. 고급을 밀고나갈거면 테이블 사이에 거리를 늘리고 여유를 찾는것이 좋을듯.. 한번쯤은 가볼만하다.,2년 전,4
16,yeji shin,야외 자리 요즘 딱좋아요.,1달 전,5
17,Alice Park,"1인당 가격은 부가세 포함 19800원 이였고 이용시간은 2시간, 2단 세트와 티 포함되었습니다
청담 위치치고는 저렴한 가격과 아기자기 예쁜 인테리어, 그리고 무엇보다도 디저트가 전체적으로 많이 달지않고 적당히 달콤해서 너무 맘에 들었습니다. 예약은 꼭 하셔야하고 생각보다 너무 저렴하고 이쁘고 맛있어서 꼭 추천드립니다 이것만 먹어도 배불러요 아침이나 점심 먹고오지 않고 브런치처럼 먹으면 좋을것 같아요",1년 전,5
18,yezee cho,"만족스럽지만 너무 큰 기대를 하고 오면 실망할듯. 애프터눈티세트는 예약필수, 비쥬얼은 최강. 평일은 오후내내~6시까지는 사람많지 않음.",2년 전,4
19,Jess Shin,"홍차 대박 맛잇다 최고임~!!  영국황실에서 마시는 느낌과 에프터눈티 넘넘 예뻐♡♡♡
The milk tea is amazing.... lovely place for blind dating♡♡",6달 전,5
20,박지용,"예약없이 그냥 오면 안됩니다~
에프터눈티 세트는 예약필수",2년 전,4
21,이옌,음식은 맛있어요!! 근데 카페 구석구석 먼지가 좀 있어요! 바람불때 먼지바람..ㅎㅎ,7달 전,4
22,방윤정,드레스샵인줄 알았는데 엔틱하고 아늑한 아지트느낌 커피차 다 맛나당! 언북초바로 앞 위치,1년 전,4
23,이용성,"트레이 1층은 훌륭한 맛, 2층 마카롱은 몸서리 칠 정도로 단 맛. 슈는 별로, 요거트는 무난",2년 전,4
24,Brenda Lee,"처음 생길때부터 다닌 멋진 카페입니다.
샹송과 맛있는 스콘~분위기 정말 좋은
저만의 맛집 1호입니다.",8달 전,5
25,Irene Park,"봄가을 테라스에서
여유있는 티타임으로
한번쯤 가볼만한 곳

에프터눈티 구성은 쏘쏘
배는 부름
예약필요하나 당일사정에따라
예약없이 가능한 듯",2년 전,4
26,TEDDY KIM,생각보다 괜찮네요,11달 전,4
27,윤지영,맛있음 분위기좋고 예약은필수,2년 전,5
28,정학영,커피와 차 모두 잘하며 분위기 있는 곳,6달 전,5
29,sujin Yim,"가격대비 애프터눈티가 괜찮은곳!

미리예약필수

주차는 언북초 공영주차장이용",1년 전,4
30,狂猫,"굳이 교통이 불편한 곳에, 너무 달아서(에프터눈티세트 맛보고 다 남김) 내 입맛엔 그닥.. 아이티스는 1도 안우러나 맹물맛 나던 곳에 두번은 안갈듯. 다만 사진이 잘 나오니 사진 촬영 장소비 낸다고 생각하고 가면 될듯.",11달 전,3
31,5씬디,청담보다는 구성이 일산점이 나아요 차와 샌드위치 굿 나머진 그닥......전 그냥 단품먹을래요~,2년 전,3
32,Jisoo Park,"가성비 진짜 좋은듯
생각날때마다 방문할계획",10달 전,5
33,Hyunha Park,나만 알고싶은 청담동 숨은 카페!! 이국적인 느낌의 샹송이 흘러나오고 밀크티의 깊은 맛이 인상적이다. 애프터눈 티세트는 예약이 필요.,1년 전,5
34,시기시기,"개인적으로는 호텔에서 먹었던 에프터눈 디저트보다 맛있었어요.
여기는 빵종류가 맛있어요. 샌드위치랑 스콘이 맛있고
티는 그냥 저냥 티에요 ㅋ",1년 전,4
35,임수진,분위기도좋고맛도있음가격은깡패,2년 전,5
36,MIAE Park,맛 분위기 둘다 쵝오,1년 전,5
37,JiHyeon Kim,4인메뉴구성이고 1층트레이가 가장 맛있음 테이블간격이 좁아 불편함 아기자기하게 예쁘게꾸며져있음,1년 전,3
38,"쪙TV, 발따라입따라","가성비집인듯, 티팟 예쁨, 에프터눈티 예약하기",2년 전,4
39,Ina Yoon,걍 그럼ㅋㅋ 불랑제리류가 맛있는지 모르겠음 왜 예약이 밀리는지 이해안되는곳. 인테리어도 좁고 음?별로,3년 전,3
40,서홍준,홍차의 맛을 제대로 느낄 수 있는 곳!!,3년 전,5
41,정현태,동네 카페 수준이다. 실내 인테리어도 동네 수준이다.,3달 전,4
42,YeEun Kim,로얄 밀크티 크림 얼그레이,1달 전,5
43,박덕배,분위기 좋았음,2달 전,4
44,Wris,분위기 좋아요 밀크티추천,6달 전,4
45,Searom Lee,친구들과 강남에서 만날 때 가는 곳! 스콘 밀크티 커피 맛있어요~ 사진찍기에도 좋았어요.^^ 2층 의상실 구경을 못해서 아쉽. 다음에 또 갈게요~!,1년 전,5
46,방경은,분위기.맛. 좋음. 애프터눈티세트는 혼자 먹기에 양이 딱 맞음. 하지만 양에 비해 가격은  비쌈.,1년 전,4
47,최소정,"분위기좋구요 차 종류가많아서 제일좋았어요
특히 과일차많이있는곳이없는데 ㅜㅜ최고
다음엔 예약하고 애프터눈티세트먹으러갈래요",1년 전,5
48,이재화,"에프터눈티 셋트의 구성과 맛,  가격은 괜찮습니다. 하지만 홍차와 밀크티 전문점이라 기대를 하고 갔는데 티종류는 기대에 못미쳤어요. 그렇다고 맛없지는 않습니다. 샌드위치와 간식종류는 이쁘게 세팅되어 나오고 티웨어도 예쁩니다.",2년 전,4
49,Woongyoung Park,"분위기 좋고, 애프터눈 티에 나오는 빵과 다과는 맛있어요. 하지만 홍차 맛은 정말 형편없습니다. 밀크티도 기대 이하예요. 홍차 좋아하는 분이라면 비추. 홍차 맛 잘 모르는 분이라면 좋아할거예요.",2년 전,3
50,Jaeyoung Lee,디저트가 비쥬얼뿐만이 아니라 전체적으로 맛이 훌륭함,1년 전,5
51,Hayoung Chung,"에프터눈티 유명한 집
주차가 안되서 불편하고
마카롱은 최고
홍차도 진한 맛이 좋아요",1년 전,4
52,Cheol Kang,적당한 가성비. 위치가 살짝 애매한 거 빼고는 괜찮.,1년 전,4
53,Myeongsu Kim,예약 필수 입니다!,2년 전,5
54,Hyein Yu,"샌드위치 짱맛. 스콘 좋음. 나머지 디저트류는 쏘쏘.
애프터눈티세트 대신 샌드위치와 스콘을 즐기고 싶었음.",2년 전,4
55,최고밀감,크로와상 샌드위치가 정말 맛있습니다! 근데 홍차는 잘 모르겠네요.,1년 전,4
56,어버버,애프터눈티 먹으러갔다. 아기자기하게 꾸며놓으려 한 티는 나지만 구석구석에  아기자기함이 미치다 만 흔적들이 아쉽다. 창밖의 픙경도ㅜ좋으면 더 좋으련만 아쉬운점. 애프터눈티는 좋게 나왔다,3년 전,3
57,Jade PARK.,홍차는 맛있었어요.근데 주차가 힘들어요.일찍가니 직원이 혼자있어서 음식과 차가 나오는데 시간이좀걸려요.의자도 그리편하지않아요.찾기도힘들었구요.,2년 전,3
58,이수진,예약필수입니당. 자리간격이 굉장히 좁아서 홀 중앙에 앉으면 엄청 불편합니다. 지나가는 길이라면 몰겠는데 굳이 찾아갈 필요성은 그닥인듯해요.,2년 전,3
59,ho young kim,정말 괜찮은 애프터눈 티를 저렴하게 즐길 수 있음. 다만 청소좀 하시길,1년 전,4
60,전선화,배달도 되는 곳이라네요 마카롱과 밀크티를 먹어봤는데 맛있었어요,1년 전,5
61,콘맹이,애프터눈티가 먹어보고 싶어서 친구 추천으로 같이 왔는데 진짜 맛있더라구요 크로와상 샌드위치가 아직도 생각나요ㅠㅠ,1년 전,5
62,William Jo,"친절하지는 않고요
티와 빵은 맛있는데
다시 가고 싶은 맘은 안들어요",1년 전,2
63,주서진,디저트가 훌륭합니다,1년 전,5
64,Eunkyeong Jeong,서울에서 이만큼 훌륭한 밀크티와 스콘을 맛 볼 수 있는 곳이 흔치않죠. ^^,3년 전,5
65,드록신,애프터눈티 세트를 꼭 드셔보세요,1년 전,5
66,함미경,배부름. 맛있어요. 친절도는 중간정도.,2년 전,5
67,김주주,"브런치 세트 딱 가격에 맞는 수준
두번갔는데 세번은 안갈것같다.",3년 전,3
68,Hanna Cho,좀 시끄러운거 빼면 좋았어요. 맛있었어요~😋,2년 전,4
69,고M,분위기 좋고 스콘이 맛있어요,2년 전,5
70,미스케냐,애프터눈티 맛있어요,1년 전,5
71,강온유,홍차 맛있고 분위기 좋음,2년 전,5
72,공준호,비싼감 있지만 무난했다.,2년 전,5
73,보라의하루,SNS용,11달 전,3
74,온퍼플,주택개조 찻집.  주차불편. 주변이면 몰라도 찾아갈 정도는 아닌 듯. 애프터눈 세트는 안먹어봐서 모름.하루전 예약해야 가능,2년 전,3
75,cheeky cats,클로티드 크림이 제공되지않아서 아쉬웠어요.,1년 전,4
76,blue chipers,프랑스풍 조아요,1년 전,4
77,Seungjae Lee,왜 이렇게 전화를 안받죠? 예약으로 운영하는곳 아닌가요? 하루에 7번 전화했는데 통화중이거나 안받거나. 정말 짜증나네요.,2년 전,1
78,JJ s,"방송나오기 전에 몇 번 다녀왔는데 이젠 예약하기도 힘들어진 ㅠㅡㅠ
솔직히 다른 디저트들은 정말 별론데 샌드위치가 엄청 맛있다 ㅋㅋㅋㅋㅋ",2년 전,3
79,Kong K,우아하게 애프터눈티,4년 전,4
80,정우형,에프터눈티♡,1년 전,5
81,엔새,예약하고 가세요...일단 예약하고 가세요.. .,2년 전,3
82,Mini,맛좋은분위기좋은,3년 전,5
83,이학진,애프터눈티 세트는 하루전 예약필요,3년 전,4
84,Hyun Ju Lee,밀크티맛집,2년 전,5
85,Y Jung,눈 멀뚱멀뚱한 남자알바생이 넘 불친절함,2년 전,3
86,-준이B-by,맛있어욤,2년 전,5
87,Taehee Lee,분위기이쁨,1년 전,4
88,K리아,좋은곳,2년 전,3
89,황선재,어디였더라?,1년 전,1
90,최가람,이쁘기는 한데.... 맛은 다 그냥저냥....,2년 전,4
91,Sungho Park,주차장없슴,1년 전,1
92,윤베이지,맛있어요,2년 전,5
93,Yena Kim,예뻐요,2년 전,3
94,mijin Lee,분위기 먹는곳,2년 전,4
95,김뿌꾸빵,에프터눈티 세트 1인 18000원이면 정말 짱이지!,3년 전,5
96,비범한 백수부부의세계여행기,비쌈,2년 전,1
97,김민석,밀크티의 신세계,3년 전,5
98,다윗DAVID,샌드위치가 맛있습니다,3년 전,4
99,Ирина Фершалова,"(Google 번역 제공) 프랑스 스타일로하는 것이 좋습니다. 볼 곳. 그러나 .... 거미줄이 휘파람을 부르는 더러운 샹들리에, 더러운 커튼. 웨이트리스조차도 더러운 앞치마를 입고 있었다.

(원문)
Хорошая идея сделать во французском стиле. Место для свидаеий. Но.... грязные люстры с которых свистеть паутина, грязные занавески. Даже официантка была в грязном фартуке.",3달 전,4
100,Rebecca Bullock,"(Google 번역 제공) 그것을 사랑! 멋진 영국식 차였습니다. 1 인당 19000 명이고 최소 2 인 이었지만 실제로는 내가 예상했던 것보다 더 많이 채워졌습니다. 나는 너무 꽉 찼다.

(원문)
Loved it! It was a wonderful British style tea. It was only 19000 per person and a 2 person minimum but it was actually more filling than I expected. I walked away so full.",2년 전,5
101,Jina Kim,"(Google 번역 제공) 하이 티에 왔어. 예약 만받습니다. 그들은 결혼식 주제에 그것을 꾸며 냈다. 그러나 전체적으로 단지 거기의 다른 화려한 장식과 비교되는 meh.
우리는 높은 차 세트를 주문했다. 그리고 그것은 약간의 크로와상과 구운 케이크와 함께왔다. 그러나 총체적으로 그것은 평균 ~ 나 통과 다이었다.

(원문)
Came for the high tea. They take reservations only. They decorated it to a wedding theme but overall just meh compared to the other flamboyant decor out there.
We ordered the high tea set and it came with some croissants and baked goodies but overall it was average~pass for me.",1년 전,3
102,Jade Jeon,"(Google 번역 제공) 놀랄만한 차의 변화와 더불어 lovely 한 장소.

(원문)
lovely place with amazing variations of tea.",1년 전,4
103,Hyeon Seung Lee,"(Google 번역 제공) 강남에서 차를 마시는 가장 좋은 장소. 맛이 우수합니다.

(원문)
Greatest place to have a high tea in gangnam. Taste is excellent.",2년 전,5
104,Diane J Myung,"(Google 번역 제공) 애프터눈 티를 즐길 수있는 놀라운 곳이지만 2 시간 제한이 있으며 예약을 취소하면 전날까지 알려야합니다. 그렇지 않은 경우에는 벌금이 부과됩니다. 음식은 정말 좋고 te는 굉장했습니다.

(원문)
Amazing place to enjoy afternoon tea, however, there is 2 hours limit and if you cancel reservation, you have to let them know till the day before, if not, there is penalty fee. Food is really good and te a was awesome",4년 전,4
105,Eunbeen Jung,,6달 전,5
106,Yama Taka,,2년 전,4
107,선우태식,,2년 전,4
108,냘춘,,2년 전,5
109,Sarah Lee,,2년 전,5
110,Lia Choi,,1년 전,5
111,서인영,,3년 전,5
112,In Kyu Han,,1년 전,5
113,박응연,,1년 전,2
114,SEULA HWANG,,1년 전,4
115,도란희,,5달 전,5
116,정철호,,9달 전,5
117,traveler,,1년 전,5
118,hyobin choi,,1년 전,5
119,Yugivj Ydufvj,,2년 전,5
120,유선아,,1년 전,4
121,김현희,,3년 전,5
122,Jeesu Hong,,1년 전,4
123,Brian Pemberton,,1년 전,4
124,The Happiest,,1년 전,1
125,라수영,,2년 전,3
126,배무무,,1년 전,5
127,정규석,,3년 전,5
128,교니,,3년 전,5
129,이졍,,10달 전,2
130,김양우,,2년 전,5
131,GH003,,2년 전,3
132,Sang Hyun KIM,,4년 전,5
133,JAE HYUK LEE,,3년 전,4
134,윤진숙,,1년 전,3
135,Gitae Do,,2년 전,4
136,Jin Kim,,1년 전,4
137,블록체인마케팅전문,,5달 전,5
138,Kisub Lee,,1년 전,4
139,박돌맹이,,1년 전,5
140,Jung dong uk,,2년 전,4
141,손규원,,2년 전,4
142,Ji-hye Kim,,3년 전,5
143,s0dam,,1주 전,5
144,진라면,,2년 전,4
145,jjunu mom,,9달 전,5
146,ᄆᄆᄆ (밤비),,10달 전,5
147,김진수,,1년 전,5
148,Tony Cho,,3년 전,5
149,Kelly Kim,,1년 전,5
150,안황용,,10달 전,5
151,강수경,,1년 전,4
152,yu mi lee,,3년 전,2
153,H제로,,2년 전,4
154,김자은,,2년 전,5
155,i am minchan,,9달 전,2
156,Eunsong Jhung,,3주 전,5
157,김우밍,,1년 전,5
158,Hyejinjinjin Hwang,,2년 전,5
159,박광문,,3년 전,1
160,s cube,,1년 전,3
161,DH,,1년 전,4
162,허영철,,8달 전,2
163,YeongSeong Yoon,,2년 전,5
164,탄구,,2년 전,5
165,백서현,,1년 전,3
166,최수연 (Quokka_color),,2주 전,5
167,강칠구TV,,1달 전,5
168,Nicole L,,2년 전,4
169,cha세잎클로버,,1년 전,3
170,Moomin86,,10달 전,5
171,JI Kim,,1년 전,5
172,Jeongho Park,,3년 전,5
173,아리안트라,,2년 전,5
174,Oddsendsbitspieces,,3년 전,4
175,김은경,,2주 전,5
176,달빛공주,,1년 전,4
177,Won Mo Seong,,8달 전,4
178,Seongje Lee,,1년 전,2
179,김민규,,1년 전,4
