,이름,아이디,리뷰,날짜,별점
10,아우어베이커리 도산본점,레티,"정말 맛있어서 친구랑 한번, 혼자 한번, 다른 친구들 데리고 또 한번 방문한 곳입니다. 대체로 맛있어서 뭘 선택해도 중간 이상은 합니다!",2020년 3월 10일,5
11,아우어베이커리 도산본점,금붕,밥블레스유에도 나온 아우어베이커리의 청담점을 방문했어요 이것저것사보았는데 가격대는 좀있지만 납득할만한 맛이에요 스콘이 특히 견과류오ㅏ함께 적당한 촉촉함을 유지해서 좋았네요 굿굿,2018년 11월 12일,4
12,아우어베이커리 도산본점,화양연가,크로와상류가 진짜 맛있는 빵집같아요 흠이있다면 가격이 좀 비싼 편이에요ㅠㅠ 카페엔 사람이 많아서 좀 정신없구요ㅠ,2019년 12월 10일,4
13,아우어베이커리 도산본점,paos,단거 정말 좋아하는데 더티초코가 달고 바삭바삭해서 너무 맛있어요. 얼그레이 파운드도 향이 진하면서 담백한 맛이 좋네요 ㅎㅎ,2019년 1월 20일,4
14,아우어베이커리 도산본점,조주현,빵종류도 많고 맛있어요. 빵나오는 시간에 맞춰서가면 종류별로 맛볼수 있어요.,2019년 9월 15일,4
15,아우어베이커리 도산본점,hannah,빵이 맛있는 아우어베이커리! 유명한만큼 항상 사람도 많고 빵도 빨리 매진되는 것 같아요. 추천!,2019년 12월 22일,5
16,아우어베이커리 도산본점,샤걸,"가게가 전반적으로 깔끔하고 청결했습니다.
빵 종류도 많고 맛도 훌륭해서 또 방문하고싶습니다",2020년 3월 31일,4
17,아우어베이커리 도산본점,김다윗,빵집인데 고급스럽고 맛도 어느정도 있습니다. 초콜릿빵이 제일 맛있네요.,2019년 10월 2일,4
18,아우어베이커리 도산본점,어쩌다서른,"예쁘고 비싸고 맛있는 집
흔한 프랜차이즈 카페대신 들르곤 하는데 빵이 참 맛있어요",1월 25일,4
19,아우어베이커리 도산본점,바다별,아주 유명한 곳! 사람이 정말 많아유 빨미까레 맛있어요,2020년 7월 13일,4
20,아우어베이커리 도산본점,ovob,빵이 다 맛있고 좋은데 자리는 많이 없어서 웨이팅이 좀 있어요,2020년 6월 7일,4
21,아우어베이커리 도산본점,gogogogo,베이커리가 명성에 비해 크지 않지만 크로와상등이 맛있다,2020년 1월 6일,5
22,아우어베이커리 도산본점,가성비와친절,난 여기가 왜 인스타로 유명해졌는지 모르겠다 ㅡ그냥 ㅡ비주얼로 ㅡ봉지랑 인테리어가 에뻐서인 것 같다 ㅡ크로와상이랑 스콘이랑 바게트 같은거 먹어봤는데 ㅡ이 가격으로 다른 빵집 맛있는곳이 얼마나 많은데 ㅢㅡ,2017년 11월 1일,2
23,아우어베이커리 도산본점,baik380,"커피 맛도 두가지중 고를 수 있어 괜잖았지만. 엄청난 블로그들의 칭찬을 듣고 벼르고 가서인지 빵 맛에 실망.
소문에 기대를 걸고 티라미슈 크라상. 플레인크라상.버터프렛즐을 비롯 여러가지 빵을 사와 가족들과 먹어봤는데 기존 대형 체인점들과 비슷한 맛.
가족들의 의견도 일치되게 평범하다였다.
명성에 이럴리 없다 싶어 다음 날 한번 더 방문했는데.
매장에서 라틴음악들으며 커피한잔과 까늘레 정도 먹기에 기분좋았다.",2017년 10월 3일,3
24,아우어베이커리 도산본점,혀나롱,,2020년 1월 31일,5
25,아우어베이커리 도산본점,요보또이,,2020년 11월 8일,5
26,아우어베이커리 도산본점,NaYoung Kim,,2017년 5월 15일,4
