,이름,아이디,리뷰,날짜,별점
12,빌리엔젤 강남역점,호잇호잇,"매장이 넓고 깔끔해서 이야기 나누기 좋아요
케이크 종류가 많고 화려해요!",2019년 10월 2일,4
13,빌리엔젤 강남역점,해밭,"강남역 한복판에 있어요
간단하게 커피랑 케이크 먹기 좋아요",2020년 11월 1일,4
14,빌리엔젤 강남역점,지지,넓고 좌석이 많아요 편하게 가기 좋고 위치 접근성이 좋은 카페에요,2020년 9월 6일,3
15,빌리엔젤 강남역점,가즈아,음식은 맛있었지만 가격이 비싼편입니다. 데이트장소로좋은듯,2019년 2월 22일,4
16,빌리엔젤 강남역점,미식파이터,"케잌 종류가 다양해서, 생일선물용 케잌을 구매했습니다. 파리바게트 보단 낫지만 가격의 가치를 가지진 않았습니다. 시끄러운 매장부터 떠오르는곳.",2018년 9월 21일,2
17,빌리엔젤 강남역점,천재백창,딸기 요거트 스무디 딸기의 진한 맛이 좋습니다. 양도 적당합니다.,2019년 1월 20일,4
18,빌리엔젤 강남역점,갬재랑세구랑,당근케익 추천,2016년 7월 21일,4
19,빌리엔젤 강남역점,Sun Young Choi,,2017년 4월 10일,4
20,빌리엔젤 강남역점,조양,,2017년 3월 19일,4
21,빌리엔젤 강남역점,유광영,,2016년 6월 28일,4
