,이름,아이디,리뷰,날짜,별점
10,카페 노티드,NAN,"아주 웨이팅 심한 카페입니다
그리고 도너츠 맛납니다:)",3일 전,3
11,카페 노티드,배고프다,노티드 도넛만 먹어보다가 케이크 먹어봤은데 역시 케이크도 맛있네요 이름값합니당,3월 14일,4
12,카페 노티드,쉘비,쫀득하고 크림이 적당히 달아서 맛있어요. 근데 포장 방식이 좀 불만스럽습니다. 주문하는 동시에 옆에서 바로 담아서 주면 될 것 같은데.. 왜 계산하고서도 진동벨을 주며 10분을 기다려야 하는지 이해가 안돼요.,5월 5일,3
13,카페 노티드,룰루,"저녁쯤 가니 다 팔리고 두종류 남았더라구요. 민트맛이 강하진 않지만 제 입맛엔 별로, 얼그레이는 맛있습니다. 다음에 다른 맛 사러 또 가보려구요",5일 전,4
14,카페 노티드,mgu,"세번정도 가봤는데 도넛은 진짜 맛있고 아이스 바닐라라떼는 그냥 그래요
주문한 도넛 중에 앙버터 도넛을 착각하신 건지 얼그레이 도넛으로 잘못 넣어주셨는데 이미 포장해서 온 상태여서 늦게 깨달아서 그냥 먹었어요 다른 분들은 확인 잘 하시기를...",2019년 5월 2일,4
15,카페 노티드,홍냥,예전에 가봤던 노티드! 바닐라 맛이 너무 맛있어서 못잊고있다가 근처에 갈 일이 생겨 부모님도 챙겨드리려구 포장해갔다. 부모님은 앙버터를 제일 좋아하셨고 (역시나 예상 적중) 나는 역시나 바닐라가 젤 맛있었당~~ 크로플은 담엔 안사먹는걸로~,2020년 10월 30일,4
16,카페 노티드,HyeRim Chung,개인적으론 도넛보다 크로플이 더 맛있었어요. 단 것 좋아하시는 분들은 가도 후회하지 않을듯. 점심시간 이후 테이크아웃 줄이 매우 깁니다.,2020년 10월 28일,3
17,카페 노티드,푸디융디,생각보다 맛은 그저 그랬어요! 인스타 감성의 박스에 담아왔으면 맛있었을까요.. 다른 맛이 궁금하기도 하지만 한번 먹은걸로 만족..,2019년 10월 3일,3
18,카페 노티드,쵸파,"너무 귀여운 내부 인태리어
도넛이 진짜 맛있다
음료도 생각보다 저렴하다",2019년 11월 30일,5
19,카페 노티드,깡수,다른 도넛과 다르게 단맛이 적당하고 깔끔합니다 다시 갈 의향 있음!!,2월 27일,5
20,카페 노티드,펭하,아기자기하고 대부분 테이크아웃을 많이 하는 도넛 카페! 간식으로 먹기 딱 좋았음,2019년 12월 29일,4
21,카페 노티드,민초단,"🤔🤔🤔🤔
한 입 먹었을 때 크림은 맛있었지만...빵 부분은 특별한 걸 정말 모르겠더군요. 재래시장에서 파는 찹쌀도나쓰보다 이 빵이 더 훌륭하고 맛있냐고 물으면 전 찹쌀도나스의 손을 들어줄 것 같습니다
인스타 맛집 사진 맛집같아요 한 번 방문해서 궁금증을 해결했으니 이걸로 만족하렵니다.",2020년 10월 15일,2
22,카페 노티드,prongs,주말의 도산답게 시끌벅적하고 에어컨을 풀가동해 매우 시원하다. 쇼케이스에 들어있는 디저트들이 구미를 당기게 하는 느낌보다는 장난감처럼 예쁘다는 느낌이어서 가장 투박해보이는 스콘과 까눌레를 먹었다. 스콘은 평범한 버터맛이었고 까눌레는 꽤 맛있어서 또 먹고 싶음.,2019년 8월 11일,3
23,카페 노티드,백재현,"노티드 안국역점을 방문했었다. 주차는 주변 공영주차장 이용해야되고 일요일 저녁에 갔었는데 사람은 많이 없었고 가게자체는 작은편에 작은테이블로 다닥다닥 붙어서 6,7개 정도? 있었다.
주문한 4개 도넛은 다 맛있었지만 특히 레몬슈가도넛과 얼그레이가 맛있었다! 간식으로 먹기 좋은듯",2019년 11월 29일,4
24,카페 노티드,BigLove,"예뻐요 일단.
여자들이 좋아할스타일. 근데 저는 이 가격에 굳이 이 도넛을 먹어야 하는진 모르겠어요. 전부 도넛이 6천원인데. 크기가 그렇게 큰것도 아니고 맛이 엄청 독특하거나 특이하지도 않습니다. 누구는 많이 안 달아서 안질리고 계속 먹을수 있어서 좋다는데 저는 굳이 도나스를 계속 먹을정도로 먹어야하나 싶어서..하나 그냥 달게 맛있게 먹고 끝낼 수 있는 크리스피도넛이 나은것 같아요..카페는 예뻐서 사진 찍기좋고 2개부터 박스 포장됩니다.",2019년 10월 10일,3
25,카페 노티드,ronny,디저트 정말 맛있어요. 사람들도 많아요. 워낙 유명해서 웨이팅 있어요,2020년 5월 2일,5
26,카페 노티드,Inwoo Yeo,도넛안에 다양한 필링으로 인기있는 곳이다. 갤러리아 팝업에서 만났다. 도넛에 리치한 필링이니 예상한 그맛이다.,2020년 8월 6일,3
27,카페 노티드,오윤석,"디저트가 많이 달지 않아 너무 좋았습니다. 몽블랑이 특히 너무 맛있었습니다. 각각의 재료가 따로, 또 같이 너무 맛있었습니다. 특히 유명한 도넛, 빵 부분이 기름기가 적고 고소한 맛이 잘 느껴져 물리지 않고 계속 먹을 수 있을 정도로 맛있습니다.",2019년 8월 22일,5
28,카페 노티드,맛쟁이,도넛은 귀엽고 맛잇고 가격도 적당!!다만 사람이 너무 많아서 ㅇ웨이팅도 많고 시꿀시꿀해요ㅠㅠ,2020년 9월 21일,3
29,카페 노티드,이드도,주말 5-6시 방문햇는데 사람들이 줄을서서 도넛을 사요. 30분정도 기다려서 구매햇어요! 내부에 앉을자리는잇고 거의 다 테이크아웃 하는사람들이에요,2020년 6월 1일,4
30,카페 노티드,Datejust,"도넛, 케잌 을 포함한 간식이 유명한 곳입니다. 웨이팅이 30분 이상이라 결국 포기하고 커피만 마시고 옴. 커피는 싸긴한데 맛은 없습니다.",2020년 10월 10일,3
31,카페 노티드,안사너,"인스타에서 핫한 노티드카페를 한번 가봤습니다. 2시에 갔더니 예상대로 사람이 북적북적하고 도넛은 꽤 많이 팔렸더라구요. 좀 아쉬웠습니다만, 남아있는 도넛들도 나쁘지 않았어요.",2019년 10월 14일,4
32,카페 노티드,뀽곰,도넛 좋아하는 사람이면 대부분 좋아할거같은 맛입니다. 다양한 도넛에 골라먹는 재미가 있습니다. 케이크는 먹을만하지만 가격이 비싸다고 생각이 듭니다.,2020년 3월 16일,4
33,카페 노티드,혜지,도넛이 맛있대서 갔는데 다팔리고 없어서 딱 하나 남은 몽블랑 시켰어요.... 진짜 에바 맛잏음... 몽블랑 먹으러 또 갈 생각유 그땐 도넛도 먹을거임 음료는 쏘쏘에요.. 빵이 넘 맛있음 나를 빵순이로만드는카페,2020년 7월 1일,4
34,카페 노티드,화양연가,도넛이 유명하다해서 먹으러 왔는데 맛이 없는건 아니지만 도넛을 먹기위해 여기까지 오는건 비추에요ㅎㅎ 가게는 이뻐요 외국인들도 많이 오는것 같아요,2019년 12월 10일,3
35,카페 노티드,eatdrinkvisit,"도넛, 오직 도넛을 위해 또 가고싶은 카페. 사람이 많고 공간이 넓은 편은 아니라 오래 있거나 하기는 무리.",2019년 8월 2일,4
36,카페 노티드,먹자,"도넛 맛집인데 크레이프를 먹어보았다.
메뉴늘 고르고 자리에 앉았는데 여러 테이블에서 먹고 있길래 마음이 놓였다.
그런데 막상 먹어보니 크림이 좀 느끼했다.
홍차만 잔뜩 마셨다.",2019년 10월 21일,3
37,카페 노티드,퐁퐁,"버거집에서 만든 디저트집이라니, 기대하지 않고 이제야 가봤는데. 기대이상. 도넛 도우와 튀긴 맛이 쫄깃폭신 맛있어서 인상적이었음 상큼한 필링들 추천. 케익 가격도 리즈너블 한 편이며 오픈키친에 전반적으로 조명도 좋아서 크게 립오프 안당하며 기분좋게 가볼만한 디저트 집",2019년 6월 9일,4
38,카페 노티드,밍슐랭,"도산공원의 유명한 디저트카페. 예쁘기도 하고 맛도 있다. 포장하려고 줄을 서는 사람도 많고, 항상 사람이 많은 카페.",2020년 12월 15일,4
39,카페 노티드,Dngineer,케이크는 흔한 맛이고 커피가 맛있습니다. 도넛이 메인인 듯 한데 11시 이후부터 판매합니다.,2019년 4월 9일,4
40,카페 노티드,찹쌀꽈배기,유명한 노티드. 사람 많아서 포장해왔다. 그마저도 품절이 많은곳인데 운좋게 먹음. 빵도맛있고 크림도 맛있다!,2020년 4월 3일,4
41,카페 노티드,먹기위해살기,도넛이 유명한데 그외 베이커리류 케이크도 다양함. 바닐라크림 도넛은 예상가능한 맛이나 맛있음,2020년 9월 3일,4
42,카페 노티드,hannah,디저트가 맛있는 노티드. 아기자기하고 예뻐서 많이들 찾아오는 것 같아요. 레모네이드가 맛잇어요!,2020년 5월 1일,5
43,카페 노티드,쭈하,다른 도넛은 하나 먹으면 물리는데 여기 도넛은 계속 먹을 수 있을 것 같아요,2020년 9월 10일,5
44,카페 노티드,Brad Lee,앙버터 도넛은 기대를 많이해서 그런지 그냥 보통의 맛이었어요. 오픈된 주방이 독특했어요.,2019년 6월 14일,3
45,카페 노티드,김신영,락앤롤 퍽퍽하고 도넛츠도 기대 이하. 도산점은 자리가 없어서 앉지도 못하고 포장만 했,2020년 5월 9일,2
46,카페 노티드,busted708,,2018년 1월 28일,4
47,카페 노티드,라온,,2019년 9월 14일,4
