,이름,아이디,리뷰,날짜,별점
15,C27,냉정한평가,"재밌는 카페입니다.

층마다 컨셉이 달라서 방문할 때마다 다른 층에서 커피마시면 다른 카페에 온 것 같은 기분이 듭니다.(물론 저는 가지러 가기 힘들어서 맨날 2층에서만 먹는..)

일단 가격은 비쌉니다. 커피도 비싸고 케잌도 비쌉니다. 특히 케잌은 한 조각에 8천원을 호가합니다(두 개 시키면 치킨 한마리 값 ㄷ).

하지만 케잌을 먹는 순간 맛있어서 비싸다는 생각은 약간 뒷전으로 밀리게 됩니다.

가로수길은 음식들이 보통 좀 비싸니까 이해한다 하시는 분들은 한 번 들러보시는걸 추천합니다. 비싸지만 맛있으니까요. ㅎㅎ",2019년 7월 11일,4
16,C27,퐁퐁,"쏘쏘... 요새 맛있는 치케가 워낙 많아서 크게 기억엔 안남고, 주변에 너무 복잡하고 시끄러운 맛집 가기 싫을때 가기 만만함. 가격은 안만만.",2019년 9월 9일,1
17,C27,미먀무,케이크는 전반적으로 괜찮았음 하지만 가격대비 조금 아쉬운 느낌 아메리카노는 맛있었다,2019년 5월 6일,4
18,C27,혀나,"사람들이 엄청 많은 카페, 테라스에도 사람이 꽉!
가격도 약간 비싸고, 케익받는데 20분기다렸지만 기다린 보람있었음
녹차케이크 맛있음!",2017년 7월 2일,4
19,C27,김소희,"3번방문후 쓰는 후기) 대체 왜 여기가 좋은 점수를 받는지 잘 모르겠는 신사동 카페. 케익은 거품이 너무 심한듯, 레어치즈케익은 나쁘진않았으나 보통 치즈케익은 빵 시트가 너무 건조해서 딱히........... 더군다나 매장은 정신사납게 시끄럽고 테이크 아웃을 부탁하는데 미안할만큼 정색 하는 매장직원분들. 여러모로 다시는 방문하고 싶지않음.",2018년 2월 6일,3
20,C27,은지,치즈케이크 너무 좋아해서 가로수길 치즈케이크 투어 마지막 코스였습니다. 이미 두군데 갔다 간거라 사실 고민 좀 했는데 안 먹었으면 후회할만큼 맛있었습니다. 일반 치즈케이크와 다르게 바닐라아이스크림같은 맛인데 함께 나오는 치즈에 살짝 찍어먹으면 치즈향이 깊어지고 풍미가 살아나서 정말 좋았습니다.❤️,2016년 12월 8일,5
21,C27,이무지,"치즈, 치즈케이크를 잘 못먹는데
이건 정말 맛있네요.
가로수길 케이크 투어의 마지막집이 여기라
장말 다행이었다고 생각합니다.
이 집의 다른 케이크도 다 먹어보고싶네요.",2016년 11월 29일,5
22,C27,Lily Hyekyung Lee,"층마다, 공간마다 다른 인테리어가 셀카본능을 불러일으키는 곳. 다양한 종류의 치즈케이크는 맛이 괜찮지만, 커피는 그닥. 한 마디로 분위기 깡패!",2016년 9월 9일,3
23,C27,구리구리,치즈케이크 먹으러 가고싶을때 추천!! 사람이 많아서 정신없다는 점이 단점. 치즈케이크 종류도 많아서 정말 좋아요!!!,2017년 1월 12일,4
24,C27,mustexist,"분위기가 넘나 좋은것 ❤️ 데이트하기에 좋아용 케이크도 다양하고..! 달아서 아메리카노랑 마시면 좋네용ㅎㅎ
추천합니다",2016년 10월 9일,4
25,C27,AHYOUNG💗BABY,여러가지 치즈케이크맛나고 분위기도좋아요 깨끗하고 이뿌고 양에비해 케이크꽤비싼편 ㅋㅋ,2017년 3월 13일,3
26,C27,nadadahye,홍차치즈케이크 😋최고,2016년 12월 8일,5
27,C27,Bo Hee Lee,,2017년 5월 2일,5
28,C27,야스리,,2017년 1월 14일,5
29,C27,YoungJu Jung,,2016년 7월 26일,3
30,C27,Venus Y.,,2016년 7월 2일,4
31,C27,Sejung Oh,,2016년 6월 2일,5
