,이름,아이디,리뷰,날짜,별점
10,테라로사 코엑스점,화양연가,엄청 유명하다고 해서 기대를 많이했는데 사람도 너무많아서 시끌벅적 정신없고 전체적으로 가격도 비싸네요.. 베이커리류는 파리들이 계속 돌아다니고 다 메말라있어요ㅠ,2019년 8월 26일,3
11,테라로사 코엑스점,자몽에이드,삼성역에 그나마 넓고 한전한 느낌이 있는 카페에요 커피 맛있어요,2019년 4월 23일,4
12,테라로사 코엑스점,두둥,"원두가 좋은거라 핸드드립 아메리카노가 한 8천원인가? 했던걸로 기억하는데 맛이 신기했다. 산지에서는 커피를 보리차처럼 마시는데 우리가 마시는건 다른가 싶었던.. 향기가 나는 물에 새큼한 과일 맛이 나는 그런 맑은 물이었따,, 커피가 너무 맑은 맛이라서 신기했음. 커피박물관갔을때 아프리카와 중동쪽에 커피를 산소통만한데 넣어다니면서 물처럼 하루종일 마시는 나라도 있다고 했는데 그말이 이해되는부분..",2020년 7월 25일,4
13,테라로사 코엑스점,김정하,"테라로사 커피맛이야 그냥 당연히 좋은 거고, 인테리어나 서비스 모두 훌륭했습니다.",2020년 2월 12일,5
14,테라로사 코엑스점,Sungeun Rhee,커피랑 디저트 맛에 만족하지만 비싼 가격은 좀 아쉬워요,2020년 1월 6일,4
15,테라로사 코엑스점,이드도,넓어서 좋아요! 베이커리도 맛잇는데 저녁늦게가면 거의 먹을게없긴합니다,2020년 10월 21일,5
16,테라로사 코엑스점,와퍼,모두가 알듯 커피 맛이 좋고 개인적으론 목재인테리어가 맘에 듭니다. 손님이 많은 인기카페입니다.,2019년 4월 16일,5
17,테라로사 코엑스점,어쩌다서른,"강릉커피공장이랑 같은 가격 같은 맛
너무좋아요 자주방문할듯",2020년 11월 17일,5
18,테라로사 코엑스점,파이닝,"진한 커피향과 바디감을 좋아하신다면 강추드려요.
실력있는 바리스타들의 드립커피로 유명하죠.",2019년 5월 1일,5
19,테라로사 코엑스점,퐁퐁,"코엑스의 커피샵이 그렇듯 정말 시끄럽고 부산스럽다.. 커피는 잘하는 집들이 워낙 많아서 (당장에도 코엑스엔 이코복스가 있다) 무난한 정도며, 산미있는 커피는 그나마 낫다. 베이커리류가 다양하고 평타 이상의 맛이므로 서로의 이야기에 집중하지 않아도 되는 편한친구나 오래된 연인이 가기 적당


#프렌차이즈보단약간나은정도",2018년 4월 30일,3
20,테라로사 코엑스점,홀링홀링,"사람들 너무 많고, 맛있긴하지만 주문 대기타야하고 자리 적은느낌.",2020년 8월 19일,3
21,테라로사 코엑스점,Yang Yang,강원도에서부터 올라온 커피맛으로 유명한 곳이죠. 접근성 좋고 커피맛도 훌륭한데 입소문이 많이 나서 엄청 북적거려요 ㅎㅎ 평일 점심이나 주말은 조용히 이야기하기엔 부적합한 것 같습니다. 그래도 확실히 커피 맛은 좋아요~,2017년 6월 24일,4
22,테라로사 코엑스점,Happy Smile,양평 테라로사에도 가봤었는데 맛은 비슷한것 같습니다 분위기 있고 좋아요,2019년 3월 4일,4
23,테라로사 코엑스점,소금소금,커피 맛있고 주변 회사원들이 테이크아웃 많이 해가서 점심에 가면 주문 줄이 긴편. 원두 사가는 사람도 많음,2017년 11월 21일,4
24,테라로사 코엑스점,Jaey Ha,코엑스 쇼핑 하고 너무 피곤해서 잠깐 자고있으니 종업원이 와서 깨우더라구요. 저희까페에서 자면 안된다고... 너무 어이없고 황당하네요. 잠도 못 자면 장사 왜 하세요?,2017년 5월 1일,1
25,테라로사 코엑스점,Jeff,"카푸치노 부드럽고 목넘김이 좋네요.
코엑스 1층 이라서 접근성은 좋은데, 단점이라면 조용하지 않은 점인 거 같아요.",2016년 11월 15일,4
26,테라로사 코엑스점,조양,,2017년 3월 10일,2
27,테라로사 코엑스점,coloursky,,2017년 2월 15일,5
28,테라로사 코엑스점,김지현,,2016년 10월 6일,5
